LAT	LON	SPEED	COURSE	HEADING	ELAPSED	SHIPNAME	SHIPTYPE	SHIP_ID
-23.93583	-44.1785	111	344	344	15	[SAT-AIS]	8	T0RNeE16STBPRE14TXpJME9ETXhNdz09LXhNYnZncVBvcXpRTUdhQkNZVUw3SWc9PQ==
-35.50139	-35.3713	127	90	90	13	[SAT-AIS]	8	T1RjME16VTNPVGMwTXpVM09UYzBNdz09LWZpU0J6L3R4ZjRPVldLVkcvcjZJdkE9PQ==
-27.61575	-30.77099	112	276	276	16	[SAT-AIS]	7	TXpVNU1UVXdNelU1TVRVd016VTVNUT09LXBKcG1HemJzZ1ZxUzc4M2VQYXlQSHc9PQ==
0.8415617	-28.45852	119	27	27	13	[SAT-AIS]	7	TmpjNE9ETTNOamM0T0RNM05qYzRPQT09LUJMcXZTMnh3aEtlQWgyZExxcXk1eEE9PQ==
7.906298	-79.45513	162	179	177	1082	LEDA MAERSK	7	158152
3.950688	-77.63036	144	140	140	15	[SAT-AIS]	7	TkRZME5UUXpORFkwTlRRek5EWTBOUT09LUJ0Z1JuSHNIUy9BbTBiOG5MZHhVZlE9PQ==
-51.19422	-57.13755	49	45	44	1	CAPRICORN	2	780931
-29.46577	-19.0163	134	286	286	14	[SAT-AIS]	7	TlRJMk5UZzVOVEkyTlRnNU5USTJOUT09LURBbnZnWE52aDVwY1J6a283Y0Rpb3c9PQ==
10.4841	-67.99476	0	74	91	2	SETO HARMONY	7	6372181
-15.18915	-35.62895	111	18	18	12	[SAT-AIS]	7	TmpJME5UVTROakkwTlRVNE5qSTBOUT09LW5uczRYNTJ6RzNjbVJWQTFUbWpxZEE9PQ==
-66.00845	0.04484	107	357	357	12	[SAT-AIS]	3	TkRRMk5ESXdORFEyTkRJd05EUTJOQT09LTlyRHVPTENvdTRpekx2WlNWTVhkSkE9PQ==
-2.129292	-54.05222	157	343	340	65	FORTE DE SAO JOSE	7	775240
-1.991613	-53.93803	146	58	58	14	[SAT-AIS]	7	T1RJNU1Ea3lPVEk1TURreU9USTVNQT09LVdCZUR1bDJac0RseXJlL1FtTzc1d0E9PQ==
-5.733333	3.295	0	295	295	13	[SAT-AIS]	8	T0RVMU1ESTRPRFUxTURJNE9EVTFNQT09LWo3OVJ5OHhqUDErR0NiekZkQi9KdFE9PQ==
-48.13457	-59.736	132	335	335	12	[SAT-AIS]	2	TXpVNU1ERTRNelU1TURFNE16VTVNQT09LUF0cW5wSDQ0WjVjS1I4YmYxYXkxYVE9PQ==
-8.176456	-80.25548	194	327	325	600	RHINE MAERSK	7	755552
-5.392643	-81.54414	185	353	353	12	[SAT-AIS]	7	TlRVM05EazFOVFUzTkRrMU5UVTNOQT09LUNGZU8yVjkxNzM3QU9OTlBXUGM0ZWc9PQ==
-33.76982	-72.12661	99	198	196	643	CABO VICTORIA	8	4807190
-35.65815	-72.90367	121	183	183	12	[SAT-AIS]	8	TkRjeU1qVTFORGN5TWpVMU5EY3lNZz09LVVueVpWRUJtWTdlWnFRYmVFR3FIUGc9PQ==
-27.8474	-38.03942	128	112	112	14	[SAT-AIS]	7	TkRVMU5qTXpORFUxTmpNek5EVTFOZz09LTVzRmxTZFRGZXRmbkMzS1I3VzgyNkE9PQ==
-22.07833	-70.21333	0	127	127	14	[SAT-AIS]	7	TkRreE1qUTFORGt4TWpRMU5Ea3hNZz09LWVaOVlUZUxuN1RZU0JON3NkR2ZtR3c9PQ==
-30.63061	-50.26431	156	34	34	3	GRANDE BRASILE	7	206251
-24.88343	-76.59841	109	346	346	300	FRATERNITY	8	118078
-24.03033	-76.85099	109	347	347	14	[SAT-AIS]	8	TWpNME1UVXpNak0wTVRVek1qTTBNUT09LWFBREd6VDUvemtCeGhqNUNLNVo2NHc9PQ==
-34.75765	-35.29635	116	87	87	14	[SAT-AIS]	7	TWpnM056SXdNamczTnpJd01qZzNOdz09LVhJR3IyWUJqRi9hSjhtNDJBYlZZWFE9PQ==
-2.197197	-44.21999	27	192	200	2	ORE HEBEI	7	732488
-36.4639	0.45078	132	271	271	11	[SAT-AIS]	7	TkRnME5UTTNORGcwTlRNM05EZzBOUT09LWhrSzJScHl6WWxrc3JKVERwWlJhMlE9PQ==
-30.89024	8.779351	147	116	118	44	MAERSK VISBY	7	729357
-30.94753	8.916552	146	116	116	12	[SAT-AIS]	7	TXpNNE5EVXdNek00TkRVd016TTROQT09LXBJdGppMFY4VVU5RTd2SDE0clpjSGc9PQ==
-35.55174	11.11836	105	279	279	1082	FULL KUO NO 1 0 1	2	5251857
-35.57004	7.207665	114	266	266	15	[SAT-AIS]	2	T1RNM016UTFPVE0zTXpRMU9UTTNNdz09LUFBdzNabXl1QXhzdktYZzBVQ3FYZXc9PQ==
-10.23264	-115.6308	105	291	291	12	[SAT-AIS]	7	TXpjMU5UZzNNemMxTlRnM016YzFOUT09LU1tdVFKY1BMMmtRZGNtS3UxMmhKQ3c9PQ==
-17.35608	-178.8223	134	190	190	12	[SAT-AIS]	6	T0RreU5UUTFPRGt5TlRRMU9Ea3lOUT09LWl2V2l5VEwwb2F5UVk5VGNTb3lDWnc9PQ==
-33.39233	-165.4076	113	69	69	11	[SAT-AIS]	8	TkRJMk5UTXpOREkyTlRNek5ESTJOUT09LVZqRk5lQ284MjlzdUpWMTFPSmtFaEE9PQ==
-32.50486	9.149935	184	114	114	12	[SAT-AIS]	7	TmpVek56RXdOalV6TnpFd05qVXpOdz09LTJzdFMyYkozaWRnTVpIU1ZtdnQwUXc9PQ==
3.37073	-3.889478	67	357	357	11	[SAT-AIS]	3	TWpFek1UUXdNakV6TVRRd01qRXpNUT09LVFCZlFsMENXSmNQUmptL1ZTVVRxZHc9PQ==
-24.4134	-27.00258	113	286	286	12	[SAT-AIS]	7	TnpFeU9UQXpOekV5T1RBek56RXlPUT09LTRKZ3R1eUlwa0owcDRLa0pBY1I1b0E9PQ==
1.384798	-91.81699				17	[SAT-AIS]	3	TlRReE56VXlOVFF4TnpVeU5UUXhOdz09LWFyRjZWK01IWUhNaWVFT0pSM3lBSGc9PQ==
-3.102745	2.934205	130	334	334	16	[SAT-AIS]	8	T0RrMU9UazRPRGsxT1RrNE9EazFPUT09LXpmSExBdElyNVJwTVVibkI4RllTTlE9PQ==
-24.18519	-70.77735	121	6	6	15	[SAT-AIS]	8	TVRZNE5UVXhNVFk0TlRVeE1UWTROUT09LXFveWRxbUN4d1AwZlU1eUc2QWk1V2c9PQ==
-37.39125	-105.6077	130	90	90	13	[SAT-AIS]	7	TVRZM09EYzNNVFkzT0RjM01UWTNPQT09LXFlWmx0RUJMY3FoZ3RzMXNEd3ZVR1E9PQ==
0.05080833	-32.63141	140	265	265	13	[SAT-AIS]	7	TVRZek5qQXhNVFl6TmpBeE1UWXpOZz09LXZCNmtHQlYzU2JranM3YU1xYzBEK1E9PQ==
8.562132	-88.42173	118	284	284	13	[SAT-AIS]	7	TWpBNE5UWXhNakE0TlRZeE1qQTROUT09LWhVVzZqSlNaU1dka2tvVzQyZTB0amc9PQ==
-30.3505	-5.160833	104	285	285	14	[SAT-AIS]	7	TVRVek5EWTBNVFV6TkRZME1UVXpOQT09LUg3UEtTdFczb1ZVUkd3aVBUYjd6a2c9PQ==
-20.54928	6.55442	128	324	324	12	[SAT-AIS]	7	TnpJNE5qVTROekk0TmpVNE56STROZz09LVBrNFQ3aDdGaWVCL3V5YmlaMFVsMFE9PQ==
-20.49704	-73.0938	88	330	330	17	[SAT-AIS]	3	TVRBNE1EZ3dNVEE0TURnd01UQTRNQT09LVpFUFQ5SUtjNjYvekJSQmJqa1YwVGc9PQ==
-32.46413	3.300933	103	101	101	12	[SAT-AIS]	8	TnpnNU5USTROemc1TlRJNE56ZzVOUT09LWpCSjAyeDZlNjRZdjF0bW1CUFNHQ2c9PQ==
8.533334	-85.07833	140	296	296	12	[SAT-AIS]	8	TlRBMU1ERXlOVEExTURFeU5UQTFNQT09LTVjY3FaVlRrbmRtMll6Qk1hdkpaZ3c9PQ==
-1.336155	-111.366	12	174	174	12	[SAT-AIS]	2	TlRFNE5EY3pOVEU0TkRjek5URTROQT09LURSajliSkc0TXRxZUJ6MTZVeUJrQ1E9PQ==
-3.49349	-155.4636	41	108	108	12	[SAT-AIS]	2	TnprM09URXlOemszT1RFeU56azNPUT09LWJRa3Qvdmg4WUtxcjlZaWYxckUza1E9PQ==
-1.45499	-99.74342	140	281	281	14	[SAT-AIS]	7	T0RRek1URXhPRFF6TVRFeE9EUXpNUT09LUNudHFrK2xPeEw1TTYwbDhNZURrQVE9PQ==
-17.24815	-150.0419	116	299	304	420	TAPORO VII	7	721382
-16.71456	-151.0347	0	14	14	12	[SAT-AIS]	7	TkRJd09ESTJOREl3T0RJMk5ESXdPQT09LVpUaXJnUmkvdW51MHZUMWRLRGMveVE9PQ==
-17.12044	5.255917	97	147	147	17	[SAT-AIS]	7	TXpJMk5UWTBNekkyTlRZME16STJOUT09LVlSbDdEWG1MUlJzbTZsUGxrcjNLTkE9PQ==
-37.99958	4.683787	95	88	88	12	[SAT-AIS]	7	Tmpjd016UXhOamN3TXpReE5qY3dNdz09LWF2SjhkWFhpR29HUnJ3eXVaYnVud3c9PQ==
-25.51667	-43.465	0	322	322	14	[SAT-AIS]	3	TWpRMk56UTNNalEyTnpRM01qUTJOdz09LWI4WXowSDJOSFZNZzhhZmtLREwvNlE9PQ==
-44.98733	-57.02713	101	217	217	17	[SAT-AIS]	7	TlRjM016azROVGMzTXprNE5UYzNNdz09LWpEVDhtVFZIMWxieXkwVVB0WEJnekE9PQ==
-32.72383	-18.22417	125	275	275	12	[SAT-AIS]	7	T1RrMk9ETTRPVGsyT0RNNE9UazJPQT09LUJqLytETXQ0WFRSSGVTcHFDaVpXd1E9PQ==
-1.437865	-107.4163	204	289	289	12	[SAT-AIS]	8	TmpNeE5UUTBOak14TlRRME5qTXhOUT09LWM2OGIzdlowSGRsdWJ0MGhmaW5Yc0E9PQ==
-29.57418	-16.12262	97	110	110	14	[SAT-AIS]	7	TlRRMk1qa3lOVFEyTWpreU5UUTJNZz09LWZHZXI3eVJPaG9DVGgrQW5UV3B5N2c9PQ==
-11.76465	-77.54922	133	135	135	2	SUSAN MAERSK	7	156257
-36.78187	-73.66417	81	240	231	673	VAIL SPIRIT	8	213842
-38.15687	-74.44675	87	188	188	12	[SAT-AIS]	8	TmpreU16YzBOamt5TXpjME5qa3lNdz09LXdCRTdZc24zMVlKTzNXUFl3MkpCdnc9PQ==
10.39403	-92.80583	148	281	281	14	[SAT-AIS]	7	TlRnd05qRXdOVGd3TmpFd05UZ3dOZz09LThBM3dqL2RqeWxjMDR5RXhCSzRTSXc9PQ==
-18.75931	-35.08543	138	55	55	14	[SAT-AIS]	7	TVRNMk1EazJNVE0yTURrMk1UTTJNQT09LVgvWkliRXRwNFArMFZpVHh3UXpsemc9PQ==
10.27704	-75.87453	126	260	260	661	NYK METEOR	7	414014
10.3377	-78.04156	113	271	271	17	[SAT-AIS]	7	TkRNNE16VTRORE00TXpVNE5ETTRNdz09LThxMW5jSmxYMHcvOU5PNC90THRaT3c9PQ==
-9.726117	-29.10798	109	129	129	12	[SAT-AIS]	7	TWpnNE1qa3lNamc0TWpreU1qZzRNZz09LWltK2ZUc2dxU1VjNWhJcVBlT3I0RFE9PQ==
-13.64699	5.958575	143	338	338	13	[SAT-AIS]	8	TWpZd05ESXdNall3TkRJd01qWXdOQT09LXYyVDhsRy9SbzE1UXR4SVFRZGdjdEE9PQ==
-14.57792	-113.1872	44	189	189	13	[SAT-AIS]	2	TWpJM01EYzFNakkzTURjMU1qSTNNQT09LThuTWlBVG51ejBodFlITThvajlEb1E9PQ==
2.926493	-125.0548	137	296	296	12	[SAT-AIS]	7	TnpVNE5URTJOelU0TlRFMk56VTROUT09LXpKS21aUSsvT0V0a2sxN1VyN1VpWnc9PQ==
-28.52401	-160.3158	165	65	65	11	[SAT-AIS]	7	T1RJME1qTXdPVEkwTWpNd09USTBNZz09LUI5OEZWc05BUFhXYnU3U2tMVHdkZkE9PQ==
-22.64667	-40.425	0	288	288	12	[SAT-AIS]	3	T1RNek5URXhPVE16TlRFeE9UTXpOUT09LW1hZ3h5TjlVNUoxZ0Zad1EwbjhEVHc9PQ==
1.340182	-43.89359	125	306	306	12	[SAT-AIS]	7	T1RNeE5UVTRPVE14TlRVNE9UTXhOUT09LVpES3IxOThpOUJqWkZrNmVtMmNjV3c9PQ==
-14.19699	-84.76427	67	311	311	13	[SAT-AIS]	2	TmpVd01ESTROalV3TURJNE5qVXdNQT09LW1XWEpDcEdXR0xIemluMUlaSTVaWkE9PQ==
-52.23035	-72.92928	0	264	264	15	[SAT-AIS]	6	TWpnMU9UUTJNamcxT1RRMk1qZzFPUT09LW5yQ1E5Mmc2TkJDd3l2QjNjdXRzb1E9PQ==
-24.6555	-40.89433	4	330	330	13	[SAT-AIS]	3	TkRJMk9UQTBOREkyT1RBME5ESTJPUT09LU9GK2cwV3VwcHdMcTExTVE0Sk5venc9PQ==
5.078136	-41.62822	93	51	51	12	[SAT-AIS]	7	TVRZeU1qa3lNVFl5TWpreU1UWXlNZz09LVR0Z3lCdThOYk5JU0c3MFFrN0NCOXc9PQ==
5.828447	-117.0971	2	103	103	12	[SAT-AIS]	2	TVRZeU5Ua3hNVFl5TlRreE1UWXlOUT09LVBQVHEvMm1odlBlTXVZcnlnWE81Vnc9PQ==
-18.48211	-25.84474	97	72	72	15	[SAT-AIS]	7	TmpVNE16TXdOalU0TXpNd05qVTRNdz09LVRQTkVtSitDWnluNUlHSTNvSVhaQXc9PQ==
-6.308482	-0.1917867	138	309	309	12	[SAT-AIS]	8	TlRBeU56WTROVEF5TnpZNE5UQXlOdz09LWQveDNBVEJucEdWNFlESG9lRlZTcmc9PQ==
-40.9188	-2.112147	104	87	87	12	[SAT-AIS]	7	T0RrMk9EUXdPRGsyT0RRd09EazJPQT09LWJvOFFvc1dFOHQwUlhYb2J4S0VQYnc9PQ==
-28.90141	-30.72268	130	115	115	12	[SAT-AIS]	8	TVRVd016TTRNVFV3TXpNNE1UVXdNdz09LWs0K3JRc2phTkRXZVVLSnJwNnNvRUE9PQ==
-36.12967	-53.77483	141	50	52	287	JACAMAR ARROW	7	373548
-35.39567	-52.782	143	48	48	15	[SAT-AIS]	7	TmpnMU5EQTJOamcxTkRBMk5qZzFOQT09LTFHQWViN0ltVzdXYkZidlNrUTd2WFE9PQ==
-13.99219	-105.8304	140	57	57	13	[SAT-AIS]	7	T0Rrek5qQTBPRGt6TmpBME9Ea3pOZz09LWFqekZYY2JNRitkSGYrVllqZEx6WVE9PQ==
6.523798	-27.3405	110	31	31	539	SUNDA	8	5910756
7.979156	-26.56339	111	26	26	14	[SAT-AIS]	8	TmpJeU5qVTNOakl5TmpVM05qSXlOZz09LTk2QnlPZGZnS3hhZ0wxQmNzVVAyeFE9PQ==
-12.5172	-134.8323	98	0	0	12	[SAT-AIS]	2	TWpVd016YzVNalV3TXpjNU1qVXdNdz09LTRRUThPcHJuY1hOcTJwbHJaWmxwRFE9PQ==
-31.11236	-20.17158	100	96	96	13	[SAT-AIS]	7	T0RjME9UZzFPRGMwT1RnMU9EYzBPUT09LVNWRlBiaW5yYWFJNjhPWksreEVueGc9PQ==
2.69132	-4.619797	148	113	113	14	[SAT-AIS]	7	TVRnMk5ESXpNVGcyTkRJek1UZzJOQT09LStESmg4U3VMOFg3NVpiWSszRTB5b2c9PQ==
3.050267	6.697333	0	316	17	213	EGINA FPSO	3	992477
3.05027	6.697329	0	342	342	13	[SAT-AIS]	3	TlRBeE1qRTROVEF4TWpFNE5UQXhNZz09LUd2VDdaOElMSUFGelpnWHNLeVlqRFE9PQ==
-8.937985	-164.296	71	87	87	14	[SAT-AIS]	2	TmpVME5UVTFOalUwTlRVMU5qVTBOUT09LWZFSjdKeE1FbkZMNUxZZjdSQnRnRkE9PQ==
-37.15147	-24.90954	132	87	87	12	[SAT-AIS]	7	TWpreU9EQTRNamt5T0RBNE1qa3lPQT09LVNxL3NKODJJbHVwcHMvSTVTSFhtemc9PQ==
4.149563	-88.95257	187	301	301	13	[SAT-AIS]	7	TXpRd09EVTBNelF3T0RVME16UXdPQT09LVFoNGY0dUVCVGlFWG5GbFgxaVFGR1E9PQ==
-52.49057	-69.52159	83	164	164	13	[SAT-AIS]	6	TVRnMk5qRXhNVGcyTmpFeE1UZzJOZz09LWJIam5vOWs2STZLRENHWlFIa2UvaEE9PQ==
-46.15351	-75.54195	32	26	26	12	[SAT-AIS]	2	TnpBMk1EQTVOekEyTURBNU56QTJNQT09LW9SN3pLOU1BeTltZGM4aDhKZUFVcEE9PQ==
-36.75447	-80.51714	118	284	284	13	[SAT-AIS]	7	TnpVMk9UTTVOelUyT1RNNU56VTJPUT09LTBrUVltQk1CVUxmdlNlZHMxSkNUeGc9PQ==
-47.57478	-55.66899	126	195	195	12	[SAT-AIS]	2	TkRZNU5EazJORFk1TkRrMk5EWTVOQT09LXFrczVTUDl1OGw1RkJ1NmVQYk1MY1E9PQ==
8.097136	-16.71857	122	130	130	701	BW KALLANG	8	4750184
6.60118	-14.80262	130	127	127	12	[SAT-AIS]	8	TkRrM09UQTFORGszT1RBMU5EazNPUT09LXRGWHBuVlZQT2I5RnpCS28yUFpWRnc9PQ==
-22.37197	-41.74818	5	20	203	2	BRAM BELEM	3	775095
1.247133	-25.06827	127	33	33	12	[SAT-AIS]	7	T0RrMU16TTFPRGsxTXpNMU9EazFNdz09LW9xR2o2a2hDQmdGSS9TWDlQVW10TEE9PQ==
-5.550046	-81.66648	122	190	189	702	SEAWAYS GOLDMAR	8	3438661
-7.684737	-80.97264	122	149	149	12	[SAT-AIS]	8	TlRVek1qWXpOVFV6TWpZek5UVXpNZz09LXJwN0N5UlNiQUFiVVgxcTZuc3pJU2c9PQ==
-27.44385	-22.96971	144	111	111	16	[SAT-AIS]	7	TmpBeU9EWXhOakF5T0RZeE5qQXlPQT09LWZuRjlsdVdtQzlJSkZIMEorRjdkcEE9PQ==
-31.27975	-16.46174	133	283	283	12	[SAT-AIS]	7	TVRFeU16VTNNVEV5TXpVM01URXlNdz09LUlZT0tFTlZzTmFiRDczekppRXd3Q1E9PQ==
-8.569075	-80.49414	203	319	320	453	WAN HAI 325	7	6461036
-6.69733	-82.08211	197	320	320	13	[SAT-AIS]	7	TlRNMk1qVXdOVE0yTWpVd05UTTJNZz09LVFscXBPZFJReWFoaXl2SklUQmtjNmc9PQ==
-20.21418	-14.44697	119	124	124	15	[SAT-AIS]	7	TVRBM056a3dNVEEzTnprd01UQTNOdz09LWE5VE43dzE1Y29uVXpmaWhNRjNZOWc9PQ==
-23.78587	-43.3224	136	196	194	536	APOGEE ENDEAVOUR	7	463125
-25.44084	-44.43991	140	218	218	17	[SAT-AIS]	7	TnpBeU1qY3dOekF5TWpjd056QXlNZz09LXU3MitSQ0dndE1YdS91TnNWZk5oUUE9PQ==
-47.13645	-61.76413	38	200	200	12	[SAT-AIS]	2	TlRFeE5UWTBOVEV4TlRZME5URXhOUT09LThxSmoxajRmWis1cGxiakc2YnZiNGc9PQ==
-20.68146	-104.6649	11	281	281	14	[SAT-AIS]	2	T1RNMk1qWTFPVE0yTWpZMU9UTTJNZz09LStHNlJXaHVQNmVrb01JRTBxVk1oOFE9PQ==
-18.25263	-10.51552	148	122	122	14	[SAT-AIS]	8	TkRVMk9EZ3lORFUyT0RneU5EVTJPQT09LUFIMWdWVjcreFNmRkJ5ZnZXVUowRVE9PQ==
-49.32895	-63.94684	113	36	36	12	[SAT-AIS]	7	T1RNeE5UTXdPVE14TlRNd09UTXhOUT09LU1Wdkpac2NiZjVGb0tlZTYvN29EVUE9PQ==
-41.20227	-0.01101333	109	89	89	13	[SAT-AIS]	7	T0RBNU16YzBPREE1TXpjME9EQTVNdz09LUFQN0g0RXNtSlYwL3RERTgvaW5DZmc9PQ==
-38.03367	-57.52977	0	344	122	2	USHUAIA	6	747533
-45.2909	-75.78468	127	185	185	12	[SAT-AIS]	7	TVRFd056azNNVEV3TnprM01URXdOdz09LTJ2N1MzcHhWZmtGSVlXc2g2Q1l4cUE9PQ==
-26.75	-41.78833	100	47	47	11	[SAT-AIS]	7	TXpBNU16azJNekE1TXprMk16QTVNdz09LW9STXBndlEvRm0yOUtMMnlIQXlSd3c9PQ==
-29.95644	-6.652115	11	302	302	12	[SAT-AIS]	8	TXpVeU5EazJNelV5TkRrMk16VXlOQT09LUVhWXA0cC9DZHh3RHV6ZWJ6KzhqZWc9PQ==
-40.19773	-41.51098	48	261	261	12	[SAT-AIS]	2	T0RZNU9UazVPRFk1T1RrNU9EWTVPUT09LTBzYW9XbmErWis1STNJRTJSMElFY2c9PQ==
-31.68384	-0.5270584	102	227	227	13	[SAT-AIS]	7	TkRBMU5qazVOREExTmprNU5EQTFOZz09LUF4RGVjVGl2YnN3QjVkNHJaVUxFV0E9PQ==
-36.89633	-29.67927	129	89	89	13	[SAT-AIS]	7	T1RBM056STRPVEEzTnpJNE9UQTNOdz09LUlXYWdLWHZTZFc3MVZqbm1TMENiZlE9PQ==
-35.33381	-53.28614	168	213	213	198	SAN AMERIGO	7	757973
-36.06336	-53.87132	167	215	215	13	[SAT-AIS]	7	TVRnM056YzFNVGczTnpjMU1UZzNOdz09LVQwT0w2OGd5TGo3Wnk3OGxDOGJjNGc9PQ==
8.238675	-79.37292	202	358	359	1	MSC MARGRIT	7	758633
-15.81209	-20.03412	131	303	303	14	[SAT-AIS]	7	TlRBeU9EYzNOVEF5T0RjM05UQXlPQT09LUNTdlhzNWRMRkwxQVljUHIwR090MlE9PQ==
-14.43537	-114.5654	44	179	179	12	[SAT-AIS]	2	TWprMU1qSTNNamsxTWpJM01qazFNZz09LTFVbThuQ2Z2N3g4bUgrOTh4NWJOZGc9PQ==
3.014008	-159.2118	13	265	265	12	[SAT-AIS]	7	TmpBeU1EWTFOakF5TURZMU5qQXlNQT09LTFIYzVOZWdBZlpteHpobjM4S1FpNkE9PQ==
-15.08643	-134.7376	0	260	260	12	[SAT-AIS]	2	TlRJeE56ZzBOVEl4TnpnME5USXhOdz09LWRLSXloR3NzTE1McUF5bFRlcFBwb2c9PQ==
4.721287	-26.4648	130	20	20	12	[SAT-AIS]	7	TmpjeU1qWTROamN5TWpZNE5qY3lNZz09LUpvRnM1c2hLWFRpR25mTXppL1BoWEE9PQ==
-2.214095	-81.14438	92	151	145	8	GUAYAQUIL EXPRESS	7	4820412
-23.48193	-42.29058	133	56	57	1	EREDINE	7	728655
7.283011	-15.73277	122	41	41	14	[SAT-AIS]	7	TlRBNE56SXlOVEE0TnpJeU5UQTROdz09LXFWOWZqY1FBYjdFeGJ2MTAvS1FieXc9PQ==
-42.57141	-59.36899	104	32	32	12	[SAT-AIS]	0	TlRNeU5qYzFOVE15TmpjMU5UTXlOZz09LUpaVUZPNktYQXBPZ0wzeFM0dWpDMFE9PQ==
-27.26693	-57.90036	40	105	105	1291	LA GIOCONDA 0480	0	6160474
-27.47025	-57.22499	46	86	86	11	[SAT-AIS]	0	TWpFME5EVXhNakUwTkRVeE1qRTBOQT09LVdyMWNoMnY1Ukx5NVQyTHNWSzY1OGc9PQ==
8.777423	-36.11915	112	99	99	15	[SAT-AIS]	7	TXpBME1qQXlNekEwTWpBeU16QTBNZz09LWdYL3hpbHUwQmNhRlN1TTRib1JYK2c9PQ==
-29.1781	-49.07536	194	212	213	88	CSAV TRAIGUEN	7	756058
-29.51389	-49.31632	188	210	210	14	[SAT-AIS]	7	TVRVMU1qY3dNVFUxTWpjd01UVTFNZz09LTBLMzFtZjVpVlBFUVo5aWVWZldPMXc9PQ==
-44.79654	-59.47165	28	38	38	12	[SAT-AIS]	7	TVRVMU1EZzVNVFUxTURnNU1UVTFNQT09LWJ1NWR1SVZubFFhRG96NnBQclQvY0E9PQ==
-25.52848	-45.87128	32	69	47	40	KARAN	8	754098
-25.5165	-45.86832	10	350	350	15	[SAT-AIS]	8	TWpnek1qTTBNamd6TWpNME1qZ3pNZz09LUtSU2xLWFE5S3BOMFdmVys2UWZqQVE9PQ==
-28.55731	-45.58674	118	46	43	178	CP CHONGQING	7	4026991
-28.17821	-45.14372	122	46	46	14	[SAT-AIS]	7	T0RNd01Ua3dPRE13TVRrd09ETXdNUT09LUxXYmY0Mkt3cG9MVlZodTVVWDRveWc9PQ==
-42.85861	-60.09465	90	201	201	18	[SAT-AIS]	2	TWpReU1UQXlNalF5TVRBeU1qUXlNUT09LXJZaFc5d3Zmdkd4MzVPL3NRYzFkVEE9PQ==
-14.61887	-136.0717	121	296	296	12	[SAT-AIS]	3	TnpNMk16TTFOek0yTXpNMU56TTJNdz09LWN5WU5jTExnWUdiSTZXOFJiSTRDZ0E9PQ==
7.840967	-54.01798	147	280	280	11	[SAT-AIS]	7	TlRBMk56VTROVEEyTnpVNE5UQTJOdz09LUNLdU5Way94ZHYxV0dYemF4Y2VvYUE9PQ==
9.855	-54.53	130	284	284	12	[SAT-AIS]	7	TXpjeU9EQTVNemN5T0RBNU16Y3lPQT09LXdBOWxLRW40TnF6RG1mcFhSYnNrN0E9PQ==
-50.70015	-74.59814	133	124	124	13	[SAT-AIS]	7	TWpjME1UazNNamMwTVRrM01qYzBNUT09LWxkbWZIc3BZallJN3FNWG0wS2o0K3c9PQ==
-39.94592	-59.034	107	32	32	12	[SAT-AIS]	2	TlRReU56QTNOVFF5TnpBM05UUXlOdz09LWFUVE9lV3hyVmowYkFGdnpHQTVMNUE9PQ==
-53.68989	-67.37124	110	150	143	626	ASTURIANO II	7	122715
-54.69542	-64.96416	125	181	181	12	[SAT-AIS]	7	TVRRME9Ea3pNVFEwT0Rrek1UUTBPQT09LVRPTmx5UkVncDhId3M4QmNZbDNRVHc9PQ==
-26.71041	-37.30544	104	119	119	15	[SAT-AIS]	7	TkRReU5UUTFORFF5TlRRMU5EUXlOUT09LXRHeHZJWTZlQTRWS0o2MFVQY0FrZ0E9PQ==
-53.73735	-61.08676	35	256	256	12	[SAT-AIS]	2	TmpneE9EUXlOamd4T0RReU5qZ3hPQT09LW1tam5XK1VPQ211T1JSQThsNkVpdkE9PQ==
-33.52347	10.57468	130	282	282	490	HYUNDAI ATLANTIC	7	687455
-33.1867	8.681728	108	283	283	11	[SAT-AIS]	7	TXpnM05Ea3hNemczTkRreE16ZzNOQT09LXJkRDl0dktRM2duaDFkYVd6V1M5YkE9PQ==
-42.9969	-1.124247	111	91	91	12	[SAT-AIS]	7	TXpVeU9ETXpNelV5T0RNek16VXlPQT09LUN6T0pITVA5cXV3aE1pRHN3d3hNSHc9PQ==
-16.50185	-35.72555	118	37	37	12	[SAT-AIS]	7	TVRrNE1UQTNNVGs0TVRBM01UazRNUT09LVdOd2M0VHpUVERlU2grQmIzeGc3Y1E9PQ==
-49.605	-60.08667	40	181	181	12	[SAT-AIS]	2	TlRjMk16TTROVGMyTXpNNE5UYzJNdz09LVRkRnFGcG1lOWVhMmtMbEVGdmtBc1E9PQ==
-29.30608	-26.22395	115	112	112	12	[SAT-AIS]	7	TVRZNU56SXhNVFk1TnpJeE1UWTVOdz09LVdYTnpoTk55eCtOWGVQRkpsT1F2UVE9PQ==
2.10908	-113.2902	132	288	288	13	[SAT-AIS]	8	T1RneU1EWTJPVGd5TURZMk9UZ3lNQT09LVRxVGF2T0VZLzRoaDU5WjAxUktqWWc9PQ==
-21.77208	-40.94357	1	326	123	3	CIC ROLACO	7	714018
-29.72348	8.508	132	305	305	1090	NAVIOS ANTHOS	7	412818
-27.61997	4.375283	140	301	301	13	[SAT-AIS]	7	T0RreE1UZzFPRGt4TVRnMU9Ea3hNUT09LTQwcTNhQXRNek5CdytHOStyRm13ckE9PQ==
