LAT	LON	SPEED	COURSE	HEADING	ELAPSED	SHIPNAME	SHIPTYPE	SHIP_ID
46.25443	-118.8606	92	66	57	781	SUNDIAL	3	435446
46.425	-117.165	80	67	67	7	[SAT-AIS]	3	T0RneU1EQXdPRGd5TURBd09EZ3lNQT09LU1NRnVndWNqRWNDZ3JJUW5pVGREbEE9PQ==
7.53336	-116.8754	78	194	194	4	[SAT-AIS]	2	TlRZNU1UVTBOVFk1TVRVME5UWTVNUT09LWx4Q2lXdkJCejJSRkpHdnNVTUZVNVE9PQ==
27.04075	-17.79258	171	252	253	1092	POLARIS 2	7	457977
25.56585	-23.31575	173	254	254	4	[SAT-AIS]	7	TnpRM05qQXdOelEzTmpBd056UTNOZz09LW5hNkdzbmJKSTA3VjlzKzl2RmlZc3c9PQ==
33.78217	-7.411664	0	281	17	3	BW MINDORO	8	4129611
16.43254	-158.7666	192	293	293	3	[SAT-AIS]	8	TmpFMU16VTVOakUxTXpVNU5qRTFNdz09LXFsNmt5UGowb1hyYVNBeE1ERFZrYUE9PQ==
44.67117	-49.36975	111	291	291	6	[SAT-AIS]	7	TVRJeE9ERTJNVEl4T0RFMk1USXhPQT09LTlXZ1RLMTJUVHRTam5OeElYMk1OTWc9PQ==
26.745	-86.32	10	176	176	9	[SAT-AIS]	7	T0RnME1UUXlPRGcwTVRReU9EZzBNUT09LXBIcDNqdW5JYXoxRFByVFFVdDZXU0E9PQ==
35.84259	-54.99719	199	279	279	5	[SAT-AIS]	7	TXpZeE5UYzJNell4TlRjMk16WXhOUT09LWxNZ1Fkbm80ZjNaa3pDZzJhRWhlZnc9PQ==
26.19061	-155.7398	158	264	264	5	[SAT-AIS]	7	TVRjek9UazBNVGN6T1RrME1UY3pPUT09LWtkeUh6TGJTMytjZ1VKZk5QaFNZUXc9PQ==
21.31277	-157.8791	0	170	123	4	KAIMANA HILA	7	5825618
27.93556	-82.44533	1	211	201	3	ISABELITA	7	307989
-2.235057	-81.28442	140	6	6	1413	BTG APO	7	6499658
2.8	-80.45167	120	12	12	6	[SAT-AIS]	7	TkRZeE56RXlORFl4TnpFeU5EWXhOdz09LWN3c29DdWlLaTQyaE9jdElvTzJCQWc9PQ==
28.84497	-94.52286	0	176	114	3	V. PROGRESS	8	6011456
53.05881	-170.7117	87	251	251	7	[SAT-AIS]	2	T1RNM016UXdPVE0zTXpRd09UTTNNdz09LTZxSzJWdERUN2V4ZHdNNWRIclY2bWc9PQ==
53.87667	-144.5717	110	79	79	4	[SAT-AIS]	7	TmpjME1ETXlOamMwTURNeU5qYzBNQT09LUhteXdpV25SU1cybXhaSllIeEY2c1E9PQ==
40.04893	-66.14248	89	284	284	8	[SAT-AIS]	8	TXpZME56YzNNelkwTnpjM016WTBOdz09LVBYdkRFdjFWNEFqM2d3b2xkMUVZUnc9PQ==
12.88013	-52.66055	120	130	130	4	[SAT-AIS]	7	TlRFek1EVTROVEV6TURVNE5URXpNQT09LW51bmxVTDN0dm82WWZmWjVtT25ic3c9PQ==
32.43756	-52.41827	70	164	164	4	[SAT-AIS]	2	T0RJNE5UazJPREk0TlRrMk9ESTROUT09LUxJMmdQaVZBeWMvMnBaY3Juazc5dkE9PQ==
-4.183707	-35.97645	156	297	297	4	[SAT-AIS]	7	TXpJd056Z3lNekl3TnpneU16SXdOdz09LVFvSldMOHNpMnc1MWVpZVZrZ3BXZlE9PQ==
51.60448	-146.1246	126	131	131	4	[SAT-AIS]	7	TWpRNU1ERTFNalE1TURFMU1qUTVNQT09LTBrUDlaS3BlZU5tdFZQWW1PSnU4SXc9PQ==
28.05167	-87.67167	10	216	216	9	[SAT-AIS]	7	T0RZek9EVXhPRFl6T0RVeE9EWXpPQT09LVh1WGdOMm41WVR1amdmdGV6T0FOUkE9PQ==
51.40135	-5.443992	24	240	220	2	PAN AFRICA	8	5560490
44.68991	-1.76539	10	339	234	9	SI	2	177007
44.6903	-1.765578	14	343	343	7	[SAT-AIS]	2	TlRJNE5Ea3pOVEk0TkRrek5USTROQT09LWNBTTBIS1BkaHVWWU9vYzUreTZFdWc9PQ==
50.67633	-157.8372	111	316	316	7	[SAT-AIS]	7	TnpJMU5UazROekkxTlRrNE56STFOUT09LUxhNGlhWUh6SUV3cWRPeC9YcWhaMlE9PQ==
12.58987	-177.1075	39	104	104	5	[SAT-AIS]	2	TWpVMk56WXdNalUyTnpZd01qVTJOdz09LTRnWVhSNllJbTRlUWNpTHVNTXArS0E9PQ==
-0.3662717	-171.1438	106	97	97	5	[SAT-AIS]	2	TVRJMk1ESTVNVEkyTURJNU1USTJNQT09LUJiWGRuYWtwNnlZK0d3ZU4vaFByQUE9PQ==
52.40559	4.77394	0	171	16	3	SOHO SQUARE	8	374054
24.09451	-147.7081	125	284	284	4	[SAT-AIS]	8	TlRZeU5USXdOVFl5TlRJd05UWXlOUT09LVk2ODF0Q015L0FmNkNoVkI5M2xjYWc9PQ==
33.25305	-87.44925				3	HOLT L D	1	6376494
44.16114	6.03432				3	TEST VIRTUEL 2	1	6548478
19.27327	-48.6472	166	256	256	5	[SAT-AIS]	7	Tmprek9EWTFOamt6T0RZMU5qa3pPQT09LVlydmRQQ0FTSS9yWGpzaHNpWCt1NFE9PQ==
14.76495	-164.9509	68	42	42	5	[SAT-AIS]	8	Tmpjek1USXhOamN6TVRJeE5qY3pNUT09LUN0MjVLNzZ3b0swR2FLaG01bk9qTnc9PQ==
14.04496	-57.74325	129	221	221	6	[SAT-AIS]	8	TVRFNE1EQXlNVEU0TURBeU1URTRNQT09LWlsUzNOMU1ZMmFNSndoUXF5OU9reHc9PQ==
43.53167	-17.1	140	54	54	3	[SAT-AIS]	7	TVRjd05qa3lNVGN3TmpreU1UY3dOZz09LWlWQjdma2k3WFByWitVcitzOE1QZEE9PQ==
36.99952	-30.3059	88	272	269	1389	FABULOUS	7	5981269
36.95525	-34.03055	59	252	252	6	[SAT-AIS]	7	TVRrMk5qRTVNVGsyTmpFNU1UazJOZz09LUVVUHdhcExHSnV6UDdhRUp1QlNEM3c9PQ==
63.51977	-20.28609	88	84	85	1	HASTEINN AR 8	2	292527
33.10867	-50.21912	187	260	260	4	[SAT-AIS]	7	TlRVeU9EUTJOVFV5T0RRMk5UVXlPQT09LXRPd29IemlSbkYvektzQ29NclhqQmc9PQ==
56.47125	-168.419	57	265	265	7	[SAT-AIS]	2	TlRBME16Y3pOVEEwTXpjek5UQTBNdz09LVN0ZGY4RU1WdEtYckNBaHZZdFpjblE9PQ==
53.45477	-3.014107	0	244	244	3	JAIGARH	7	418358
20.2291	-152.854	39	59	59	9	[SAT-AIS]	2	TWpZd016SXpNall3TXpJek1qWXdNdz09LXF6ZUlMZUwxVVlnT1k5QXFLNURjRnc9PQ==
11.79805	-95.6472	117	292	292	5	[SAT-AIS]	8	TXpZMU5URXhNelkxTlRFeE16WTFOUT09LVFoNTVwV09yOHhKQ20vTVhHOHZMVGc9PQ==
65.39388	-20.94486	0	219	219	9	[SAT-AIS]	2	TmpFMk9EVTROakUyT0RVNE5qRTJPQT09LURObWs3am9pd3RxaUYxakFLcEVUT2c9PQ==
23.30333	-16.43	50	211	211	5	[SAT-AIS]	2	TnpZME9UZzROelkwT1RnNE56WTBPUT09LTZWWk1JZkxOV0IzZ3JBQ3dsWjBDZ3c9PQ==
13.36319	-155.0345	41	156	156	9	[SAT-AIS]	9	TlRJd05UQXdOVEl3TlRBd05USXdOUT09LS9TaCs0WEpKanBjYlRsMk94ZFJLTGc9PQ==
-0.98874	-29.29315	120	204	204	6	[SAT-AIS]	8	T0RVMU56azFPRFUxTnprMU9EVTFOdz09LVJMRHNOVWFlUENHbkRzL2JxMkJLVkE9PQ==
-5.843017	4.186717	99	157	157	9	[SAT-AIS]	8	TVRNeE5qSXdNVE14TmpJd01UTXhOZz09LS9HK0d0VjJKbUZjc2ZETGM5YWJzSEE9PQ==
55.04194	9.424252	0	137	83	3	HENRIKE	7	372041
44.45058	-86.20432				3	3669786	0	3502194
-3.531467	-94.7081	107	109	109	4	[SAT-AIS]	7	TXpjMU1qVTVNemMxTWpVNU16YzFNZz09LTRyTWVCa1hSR1BzWERyZFJOYXFuRXc9PQ==
44.00035	-91.43755				3	L D 6	1	4194590
51.9	-16.99167	20	225	225	9	[SAT-AIS]	2	TkRnek56VTFORGd6TnpVMU5EZ3pOdz09LTNoMmtMazkxZEpMLzhFVHZNU2tkWUE9PQ==
11.237	-57.69	172	307	307	6	[SAT-AIS]	8	TXpreU1UVXhNemt5TVRVeE16a3lNUT09LUI3TWJiNndtN1BmYVprb3EwMUZxMXc9PQ==
23.68866	-113.4948	131	131	130	2	MYRSINI	7	714383
34.86827	-70.37653	128	332	332	7	[SAT-AIS]	7	TlRZeU56Z3lOVFl5TnpneU5UWXlOdz09LUN3VnhtV2piVk5BTStLL2dXMlRhYXc9PQ==
43.17412	-138.8075	185	280	280	5	[SAT-AIS]	7	TmpFeU5EWTBOakV5TkRZME5qRXlOQT09LXBKNnhhSTR0eHlReEVtNG1GQkFaRWc9PQ==
49.55676	-54.47465	38	234	237	851	VETERAN	6	3536562
49.57085	-54.40227	5	294	294	6	[SAT-AIS]	6	TkRJMk1ESXlOREkyTURJeU5ESTJNQT09LTF1Zld1VG1tR0d6ZnNKRENsQzV2V1E9PQ==
66.2579	-25.92643	33	226	215	440	STEFNIR	2	292127
66.00526	-26.39382	58	172	172	9	[SAT-AIS]	2	T1RVeU16YzRPVFV5TXpjNE9UVXlNdz09LTZKT3FNdkdoMHJVQWVnakk2c3N6eEE9PQ==
37.90783	-166.194	118	95	95	4	[SAT-AIS]	7	TkRZNU9UazNORFk1T1RrM05EWTVPUT09LWY5bHN6MXZsaUhaUVhXamZoTGFZU2c9PQ==
58.11381	7.03767	0	309	212	3	MIGNON	7	320487
56.37224	3.262698	0	196	196	3	WEST ELARA	3	314670
3.068708	3.468187	103	62	62	3	[SAT-AIS]	3	TWpjMU9UTTJNamMxT1RNMk1qYzFPUT09LVBlZnlyVDEvM0NZTWxaTVgzeWxlQVE9PQ==
51.64722	-9.81952	1	160	256	3	GERD	7	361621
48.83952	2.269635	0			9	SKIF III	6	5703170
64.01411	-15.79026	116	239	236	178	KEILIR	8	5796183
63.70833	-16.79167	100	244	244	9	[SAT-AIS]	8	TXpVNU9EWTVNelU1T0RZNU16VTVPQT09LU1JYnlMd01sL3VDNWh6K0gva3pXVVE9PQ==
11.76402	-170.6614	36	84	84	3	[SAT-AIS]	2	T0Rrd01qWTNPRGt3TWpZM09Ea3dNZz09LUhCSWUyZ3V0aGJpZytkTFNOblhKS0E9PQ==
44.05993	-91.66747	0	349	349	25	LIL CHARLEY	3	3708028
44.05997	-91.66743	0	11	11	8	[SAT-AIS]	3	T0RNME56TTNPRE0wTnpNM09ETTBOdz09LUJxdzl4aDAxdWZVaXVvTitnaVRhclE9PQ==
35.68525	-84.73551	89	19	19	672	VIKING	7	5567382
35.74667	-84.33	0			4	[SAT-AIS]	7	T0RRd05EWXhPRFF3TkRZeE9EUXdOQT09LUZTdmlvQVFFUTJZLzV5dkF1WVhSZWc9PQ==
4.0703	-4.473516	111	90	90	4	[SAT-AIS]	7	TXpZM05USTVNelkzTlRJNU16WTNOUT09LVc3WUtseU5SK2k3TFBLWlM0VXpkSFE9PQ==
10.64	-85.655	0	169	169	7	[SAT-AIS]	9	TnpJNU1ETXlOekk1TURNeU56STVNQT09LUZpU1lVZ1dwTmMra05YSlhyT1NrYnc9PQ==
52.1232	2.69864	133	2	1	851	ANTONIS	8	5074649
54.78333	5.225	120	26	26	4	[SAT-AIS]	8	TnpVd01UQXhOelV3TVRBeE56VXdNUT09LWYrK0JGaFkwbHpnaWpOanpTMWh1cWc9PQ==
56.14601	10.23026	0	353	234	4	REGIUS	7	3936919
-7.958753	-30.32026	130	304	304	3	[SAT-AIS]	8	TWpVME5UZzRNalUwTlRnNE1qVTBOUT09LTcvd1J5ZEQxbG40anFpMUtuL0VrSlE9PQ==
25.89146	-15.35857	114	33	33	10	[SAT-AIS]	8	T1RjeU9USXdPVGN5T1RJd09UY3lPUT09LWttNDVMbkovTXk0ZEt0TkNvbWRUZ3c9PQ==
66.23504	-17.05539	15	57	63	163	KAROLINA TH 100	2	293785
66.22908	-16.94942	11	75	75	10	[SAT-AIS]	2	TkRjeU5EQTRORGN5TkRBNE5EY3lOQT09LWozSmhjSndkUWN3ZGpVMTBVZWxnL2c9PQ==
28.53382	-94.28854	0	176	75	4	JANA	8	372362
42.94035	-86.13843				4	3669785	0	3487354
64.44283	-12.06317				4	AtoN 992511959	0	6480702
-8.429664	-178.9635	59	293	293	10	[SAT-AIS]	0	TmpnM01UWTNOamczTVRZM05qZzNNUT09LTRQS056aGRrRm5tSU1qOVRadEJ4dnc9PQ==
65.69783	-24.77817				4	WA6EBPO	1	2933581
65.75494	-14.82287	0	249	216	2	VENUS	2	3369653
4.92412	-14.21025	124	309	309	6	[SAT-AIS]	8	TnpReU5qRXlOelF5TmpFeU56UXlOZz09LXNUSzNqZ1VyZW9DUjhFTkJUbVRMRUE9PQ==
44.3106	-60.96664	125	49	49	10	[SAT-AIS]	7	TXpjNU9UY3dNemM1T1Rjd016YzVPUT09LW53RGF4bFduSXNqeWg4QVlpTmhYckE9PQ==
11.24565	-22.96218	113	202	201	16	MAZOWSZE	7	372285
11.20833	-22.97667	110	203	203	3	[SAT-AIS]	7	TnpBeE1EazBOekF4TURrME56QXhNQT09LXB0d1FZdU9TWG50aHdCVXhIWWlqMFE9PQ==
9.211667	-89.61166	140	114	114	5	[SAT-AIS]	8	TkRNeU5URXlORE15TlRFeU5ETXlOUT09LW00MjZlU2srU0twWDNGZ2RMdnBldkE9PQ==
16.005	-58.99	130	248	248	4	[SAT-AIS]	7	TXpBNE5qUXpNekE0TmpRek16QTROZz09LWFZV0VsdVVEVENsZ05oVFcvam9Id1E9PQ==
16.06914	-16.60208	9	2	15	248	SIMON STEVIN	3	297661
16.06841	-16.6029	5	207	207	4	[SAT-AIS]	3	TnpReU5UUTBOelF5TlRRME56UXlOUT09LVp6dzlxSkR4b3VGV1l5VWhJNVlyd3c9PQ==
43.30273	-77.91507				4	VTS 3669772	0	25954
35.86	-0.2583333	0	218	218	4	[SAT-AIS]	8	TlRJeE9UQXhOVEl4T1RBeE5USXhPUT09LWNaWGNQUTdBZ3lGR2NMaG0zNGFIQ1E9PQ==
47.15536	-172.5937	118	77	77	7	[SAT-AIS]	7	TXpBME9EUXpNekEwT0RRek16QTBPQT09LXhOL09rQ3NGWTVSdHF1Q2FHSVQ2MFE9PQ==
41.69167	-27.87667	130	70	70	4	[SAT-AIS]	7	T0RZMk9Ea3lPRFkyT0RreU9EWTJPQT09LWlBdk13UW9KNENvYUNoeEdYNzdESVE9PQ==
-1.3365	-25.76239	124	267	267	6	[SAT-AIS]	7	TlRBeU1EY3lOVEF5TURjeU5UQXlNQT09LXprY2t1WHp5bTdYNTJ6bFRPb241SEE9PQ==
32.82889	-64.46307	176	90	90	630	APOLLON HIGHWAY	7	4644679
32.83569	-60.73847	181	90	90	5	[SAT-AIS]	7	TWpBeU5URTVNakF5TlRFNU1qQXlOUT09LU9PbmsyRHlIY1dudDRadVNvMFE4alE9PQ==
15.69638	-143.702	97	89	89	4	[SAT-AIS]	7	TlRNNU9URXpOVE01T1RFek5UTTVPUT09LVJJK2JJditxeDZqWlpSRE43aTBGTnc9PQ==
58.06833	1.826333	2	298	224	5	COSLINNOVATOR	3	732354
52.59983	-9.58806	2	328	244	4	BEKS NAZIK	7	713496
46.21009	-60.24331	2	311	318	6	HIGHLANDERS	6	382344
41.51027	-135.9579	161	238	238	5	[SAT-AIS]	7	TnprMU1qazFOemsxTWprMU56azFNZz09LXE1T2dRNytaNm9YejhaT0thdkMwT1E9PQ==
30.09261	-133.7201	174	252	252	6	[SAT-AIS]	7	TWpFM05EUXdNakUzTkRRd01qRTNOQT09LWowT3NaTHdJQXFiOGRDdjY3RVVjNFE9PQ==
54.35161	-165.352	124	96	96	8	[SAT-AIS]	8	TXpNd056WTFNek13TnpZMU16TXdOdz09LUVjYUxxcUIyUlMrUVNjcEpzVjF4MUE9PQ==
8.205	-38.665	120	57	57	3	[SAT-AIS]	7	TmpNNE5USTROak00TlRJNE5qTTROUT09LVRvMjhjWkY2VnNLNDlFMnVXYUFaVGc9PQ==
64.92555	-23.25238	0	339	78	2	SIGURBORG	2	293095
34.10602	-70.59814	54	241	241	10	[SAT-AIS]	7	TVRBeU1EZzNNVEF5TURnM01UQXlNQT09LUNMUEFsK3N5aEd0ZGVBdzJoZmpjd3c9PQ==
49.2774	-64.2458	127	107	105	635	TUNDRA	7	121355
48.13186	-61.27547	126	118	118	7	[SAT-AIS]	7	TkRRM016YzVORFEzTXpjNU5EUTNNdz09LU91WDRpNnRCdzgzOHU0SmsxMXAzV1E9PQ==
43.17461	-52.75959	70	93	93	4	[SAT-AIS]	7	T0Rnd01qYzVPRGd3TWpjNU9EZ3dNZz09LVZVMjN0Y3lSYlJrSkthU3E4aE5Xd2c9PQ==
44.57833	-80.94167	0	223	223	4	[SAT-AIS]	7	T1RnMU56azRPVGcxTnprNE9UZzFOdz09LUJFVUZqS1VKTTF2amhCc2hmMjltNXc9PQ==
13.12437	-93.51928	123	112	112	6	[SAT-AIS]	7	TkRnMk1UZzJORGcyTVRnMk5EZzJNUT09LUZZZU83Mml2eGd3RURSWjlWdmNGMkE9PQ==
9.891666	-54.675	120	285	285	3	[SAT-AIS]	7	TnpNNU5qa3dOek01Tmprd056TTVOZz09LTI2bC91a0tCZS9GTTB3Rmxmb0FlYnc9PQ==
-8.023334	-29.08667	80	90	90	4	[SAT-AIS]	3	TWpnNE5qYzBNamc0TmpjME1qZzROZz09LUwyK2tUZTZLZ3hycWZTbTVZMTBNekE9PQ==
58.23069	-14.61605	103	50	50	10	[SAT-AIS]	2	TmpnMk1UYzROamcyTVRjNE5qZzJNUT09LS82eFdrVDE0VkdLNStFalRPOXpBeXc9PQ==
49.3312	-64.40781	69	120	120	507	HONG KONG EAGLE	7	4316538
48.87766	-63.15877	62	119	119	10	[SAT-AIS]	7	T0RrMU5qQTBPRGsxTmpBME9EazFOZz09LS8ra3AvQW4rNHBIcHAzZzRVczc5UGc9PQ==
24.36167	-78.19833	0	212	212	7	[SAT-AIS]	9	TnpBME9EWTJOekEwT0RZMk56QTBPQT09LXZPZ2crS2x2aE9wY00rZW9XZC9DZ3c9PQ==
-2.936583	-0.60465	81	14	14	4	[SAT-AIS]	8	TmpJeE56RXlOakl4TnpFeU5qSXhOdz09LUN3WU5GSEoxTmIxNDBnTzdiQ1lDVmc9PQ==
11.46342	-65.65018	1	85	85	6	[SAT-AIS]	8	TXpjM05UY3pNemMzTlRjek16YzNOUT09LVM4aXFCWmY5L1MyUjBlS1I1eUp0WEE9PQ==
61.61514	-15.10315	113	296	296	10	[SAT-AIS]	7	TVRNeE1qWXdNVE14TWpZd01UTXhNZz09LUJwdHVNZW1nRzQyNVVPSjlDRHgwaFE9PQ==
36.43333	-156.1033	150	278	278	4	[SAT-AIS]	7	TWpJeU5UYzRNakl5TlRjNE1qSXlOUT09LWlYcVdhbkE2bzV3bjhBdzIwZTUzM2c9PQ==
55.95992	-38.40496	157	227	227	4	[SAT-AIS]	8	TnpNeE56WTBOek14TnpZME56TXhOdz09LTF1azBnUGZrUTNYbkFQdkoySmtJNGc9PQ==
11.52122	-60.68951	94	94	94	986	SHANDONG FU ZE	7	4838220
10.505	-58.76667	80	124	124	4	[SAT-AIS]	7	T1RrNE5qazVPVGs0TmprNU9UazROZz09LVhpMm9JWkZ3MUV0TnNMZFBOTUVYUFE9PQ==
30.36986	-81.62853	0	236	129	1	TEXAS ENTERPRISE	7	1093244
-2.251435	-39.81201	102	114	114	6	[SAT-AIS]	7	TXpjNU5EUTRNemM1TkRRNE16YzVOQT09LXIwc2RubnZPYVVqVy9GR3pDK3hEZkE9PQ==
11.36881	-64.17352	123	274	275	67	CHEMICAL PROVIDER	8	414708
11.39	-64.39333	120	278	278	4	[SAT-AIS]	8	T0RFME5ERXpPREUwTkRFek9ERTBOQT09LTEvYUlzVFpOVmdRcTZyRlJhd1cwZnc9PQ==
22.645	-37.15	130	63	63	4	[SAT-AIS]	8	TkRNMU5EQTRORE0xTkRBNE5ETTFOQT09LWMybXNEcm5VTVNJZEsrekJyRGFKaWc9PQ==
-6.982217	-122.3127	20	353	353	4	[SAT-AIS]	2	TmpBeU5UQTBOakF5TlRBME5qQXlOUT09LWhxTEhFRkZUT1FkTkVhMU5mRmoxNVE9PQ==
18.26863	-55.26197	188	248	248	6	[SAT-AIS]	7	TmpNME1UZ3hOak0wTVRneE5qTTBNUT09LWFXSENoa2ZYT1N5NUJzVlI2c29kTmc9PQ==
12.57385	-29.9829	111	271	271	5	[SAT-AIS]	2	T1Rnd05EZ3hPVGd3TkRneE9UZ3dOQT09LW1lc0lGSkVCRnpZY09LUUlUSTBKOXc9PQ==
45.18797	-56.19503	5	337	337	6	[SAT-AIS]	3	TmpjMk5URXhOamMyTlRFeE5qYzJOUT09LWs1dHJsTEtvdDlpR3NFUGl2MkJhS1E9PQ==
41.84433	-155.8917	193	263	263	5	[SAT-AIS]	7	TXprd09EZzNNemt3T0RnM016a3dPQT09LUVCZTM2T0xCT2M0dHMzVk9RUXNES1E9PQ==
29.09852	-52.83317	101	279	279	6	[SAT-AIS]	7	TXpjMk9UTXhNemMyT1RNeE16YzJPUT09LW5Lbk85ODhZcE55eFRKZjIvaWhRb2c9PQ==
40.37085	-73.07238	147	91	92	197	GUDRUN MAERSK	7	159094
40.37832	-71.94006	209	89	89	10	[SAT-AIS]	7	TXpreE9UY3hNemt4T1RjeE16a3hPUT09LUVXdFRGY0lHbmNmQ2xXV0pXV0xGS2c9PQ==
19.27333	-49.80833	170	257	257	4	[SAT-AIS]	7	TVRFMU5qYzBNVEUxTmpjME1URTFOZz09LWJXRFptZU44U2FjUHJPWWFDSWM3RkE9PQ==
20.57276	-87.1291	0	155	118	5	IRELAND	7	5119991
35.88258	-169.0282	199	260	260	4	[SAT-AIS]	7	TVRZek56ZzVNVFl6TnpnNU1UWXpOdz09LUUzUytpcFhQMCs3ZEthN1lPS29aSEE9PQ==
37.40667	-61.70833	120	54	54	4	[SAT-AIS]	7	TWpNME9UVXdNak0wT1RVd01qTTBPUT09LWJLM3ZsdFRkamN6cWIrSTZ4UllTeGc9PQ==
48.97109	-67.95643	87	237	235	19	NACC QUEBEC	7	284075
48.94833	-68.00833	110	235	235	4	[SAT-AIS]	7	TXpRMk56UTVNelEyTnpRNU16UTJOdz09LTlJWkZ5WUZUV0tKUWNrbVdMdmlPTmc9PQ==
48.39785	-123.4467	2	249	226	4	HL DALRYMPLE BAY	7	458145
31.34	-177.8017	100	106	106	5	[SAT-AIS]	7	TlRnek1ETTNOVGd6TURNM05UZ3pNQT09LXl3aXlVZ3F4QVYzdVNFaFl6YnpnL3c9PQ==
34.52288	-15.84163	154	79	82	3	KORTRIJK	8	4588977
-1.383428	-81.2831	183	0	1	1171	MSC ELOISE	7	459901
4.122647	-80.15815	166	13	13	4	[SAT-AIS]	7	TWpjNE5Ea3lNamM0TkRreU1qYzROQT09LXkyZExVV3hMYXhNTEozQ3FROGlWaXc9PQ==
32.45737	-77.81068	93	230	233	70	COSCO DEVELOPMENT	7	690431
32.35276	-77.95629	98	229	229	10	[SAT-AIS]	7	TXpZM09ETXhNelkzT0RNeE16WTNPQT09LXdyUU5BQmdrUmMxUEVCcSs0YmxaaXc9PQ==
54.98512	-1.521718	0	129	249	1	BRITANNIA BEAVER	3	182581
-5.9182	-30.4559	129	25	25	5	[SAT-AIS]	7	TkRJNU16STVOREk1TXpJNU5ESTVNdz09LWNVT3dsUS9ydWNvTkdHL1NpSk9XcFE9PQ==
33.14621	-44.96734	184	56	56	8	[SAT-AIS]	7	TnpJMU5qZ3pOekkxTmpnek56STFOZz09LUVtbzU3Rk1hNDlPc1lUcFdGbFlEa0E9PQ==
50.61292	-127.1425	0	105	283	1	CSL TECUMSEH	7	373761
26.37	-70.87334	110	261	261	4	[SAT-AIS]	7	TlRRMU5UTTROVFExTlRNNE5UUTFOUT09LW5xUFNPK2h5MzBJdVhoN2ZXbk5XbWc9PQ==
47.31202	-58.33465	22	79	189	919	LIVORNO EXPRESS	7	687734
47.39073	-58.4377	10	11	11	6	[SAT-AIS]	7	TkRZd01qQXlORFl3TWpBeU5EWXdNZz09LXZ5dG9vT0t6UEZ3eFZWRlR5WVQ3U3c9PQ==
30.71833	-170.6133	170	273	273	4	[SAT-AIS]	7	TmpNNU16VTROak01TXpVNE5qTTVNdz09LWV2bHNZTVhGUnltbDQ1UVQxb0VEU1E9PQ==
2.922888	9.80112	0	357	14	4	KK1 MARINE TERMINAL	3	746776
31.421	-10.10017	145	1	1	6	[SAT-AIS]	7	TmpNNE5qYzVOak00TmpjNU5qTTROZz09LXhPR3YyRTkyZVRYVFVoR3lHT016VGc9PQ==
48.91333	-132.0667	130	94	94	4	[SAT-AIS]	7	TXpNd09ESXdNek13T0RJd016TXdPQT09LTJrWHRpb2Uwcmx4a3dNUldzK00vb2c9PQ==
18.43213	-93.20408	1	289	256	1	HOS BROWNING	3	446579
15.5394	-43.78525	136	105	105	10	[SAT-AIS]	7	TnpjM05UTTVOemMzTlRNNU56YzNOUT09LXJJQkQvV3Y4b3ZrRS9RMU1WS0VFR3c9PQ==
54.62694	-8.43848	0	289	14	4	AURORA	7	402380
14.89081	-20.67223	115	21	20	59	FRONT COSMOS	8	4916020
15.055	-20.60833	110	20	20	4	[SAT-AIS]	8	T0Rnek9UZzRPRGd6T1RnNE9EZ3pPUT09LXdUb3p1MTkzTUhveFlJRGxBZmdmVFE9PQ==
14.12255	-16.07249	0	319	319	550	BREADBOX MARLIN	7	458463
14.16371	-16.27745	75	167	167	5	[SAT-AIS]	7	TXpreE1qVXlNemt4TWpVeU16a3hNZz09LWZiOG5LeHJzQWZkN3V3NURjQ1VDRVE9PQ==
-0.93755	-155.0643	126	274	274	4	[SAT-AIS]	7	TkRFd05qVXhOREV3TmpVeE5ERXdOZz09LU9wS3RsalVZYWF1VTM5eGVVZWNheXc9PQ==
42.85032	3.414	8	326	61	4	VALTELLINA	8	279648
27.31067	-15.37118	122	202	203	320	NAVIG8 PROVIDENCE	8	5632006
26.29333	-15.90333	120	204	204	4	[SAT-AIS]	8	T0RZd05ESTVPRFl3TkRJNU9EWXdOQT09LVVDQmkzL1E0ZGdVN1hVc0dXZjAvR0E9PQ==
31.08333	-33.54333	190	65	65	7	[SAT-AIS]	7	TnpNeE5qWTBOek14TmpZME56TXhOZz09LW1zS3JaSTZuR0hFaVZzWGFVbnJCZ2c9PQ==
38.56508	-121.5511	0	211	131	3	ANACAPA LIGHT	7	687125
53.99703	-128.6929	0	321	353	39	PORT ESTRELA	7	4077179
53.99667	-128.6917	0	321	321	7	[SAT-AIS]	7	T1RRek5qUXdPVFF6TmpRd09UUXpOZz09LVRXWmExVEZ3cXNub0QycGc2aGE1NWc9PQ==
7.347658	-17.1477	142	144	145	721	PICO BASILE	8	1507574
5.182917	-15.5053	131	120	120	5	[SAT-AIS]	8	TXpNNU1qYzRNek01TWpjNE16TTVNZz09LXNERGxTRDRLRUpTbjg5ajhkNEhvTWc9PQ==
58.73444	-33.91486	136	219	219	7	[SAT-AIS]	8	T1RZNE9EWTFPVFk0T0RZMU9UWTRPQT09LW1XMWRwVXJuNzRwNmplWm1wRG54MVE9PQ==
16.33654	-86.48212	0	136	136	2	EMILY G	3	450524
16.33045	-100.1126	194	117	117	1071	CMA CGM ATTILA	7	149929
