icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
"a1d274","N2162K  ","United States",1614114908,1614114908,-96.7392,40.8743,632.46,false,42.38,259.51,-4.88,null,556.26,null,false,0
"ac03f2","ASH6152 ","United States",1614114964,1614114964,-77.3803,38.4481,1508.76,false,123.13,335.04,-8.45,null,1432.56,"2110",false,0
"a982d6","N7115L  ","United States",1614114963,1614114964,-93.2321,45.1135,990.6,false,56.94,147.17,0,null,861.06,"1434",false,0
"a6ff2d","N55XP   ","United States",1614114963,1614114964,-87.4444,28.5335,12496.8,false,260.96,107.79,0,null,13045.44,"7251",false,0
"a862f2","N64AR   ","United States",1614114964,1614114964,-81.6631,40.7894,4533.9,false,86.65,240.09,9.43,null,4427.22,null,false,0
"a8abe1","EJA658  ","United States",1614114963,1614114963,-77.4384,38.9284,236.22,false,56.79,289.58,-0.33,null,160.02,"2277",false,0
"a5b59d","SWA766  ","United States",1614114896,1614114896,-117.8651,33.6764,null,true,9.26,28.12,null,null,null,"0570",false,0
"4ba9eb","THY712  ","Turkey",1614114963,1614114964,78.2861,29.0365,11277.6,false,264.45,142.35,0,null,11757.66,null,false,0
"a6bb6d","N53289  ","United States",1614114964,1614114964,-88.6287,44.0791,960.12,false,56.78,72.06,0.33,null,845.82,null,false,0
"c02ebd","ACA144  ","Canada",1614114963,1614114963,-87.6399,47.7252,12489.18,false,304.37,114.36,0.33,null,12108.18,null,false,0
"e48c04","GLO1629 ","Brazil",null,1614114963,null,null,7421.88,false,233.85,170.25,5.85,null,null,null,false,0
"a40cdf","LXJ360  ","United States",1614114964,1614114964,-82.3081,39.4622,4160.52,false,154.73,342.59,-8.13,null,4099.56,"2543",false,0
"ace7aa","SWA3817 ","United States",1614114964,1614114964,-88.5601,34.4225,10607.04,false,265.74,116.07,-12.68,null,10904.22,null,false,0
"a8024b","N615L   ","United States",1614114964,1614114964,-98.0483,38.0548,8534.4,false,223.16,309.86,-0.33,null,8694.42,"6033",false,0
"a05aac","UCA4905 ","United States",1614114964,1614114964,-88.9494,30.6466,9448.8,false,268.78,80.97,0.33,null,9814.56,null,false,0
"ab839a","N841AK  ","United States",1614114944,1614114951,-80.6108,28.3476,182.88,false,38.6,88.47,0,null,160.02,null,false,0
"ad5720","ASH5901 ","United States",1614114934,1614114938,-82.7342,35.2722,2339.34,false,134.28,90.66,-6.5,null,2339.34,"5666",false,0
"ab839c","DJR841  ","United States",1614114964,1614114964,-115.6979,35.6162,13106.4,false,195.67,318.3,0,null,13266.42,"2035",false,0
"abc058","SWA3297 ","United States",1614114964,1614114964,-88.7474,42.7715,2895.6,false,158.49,88.7,-7.15,null,2796.54,"1472",false,0
"3c658c","DLH1ET  ","Germany",1614114964,1614114964,16.8542,46.7898,11277.6,false,236.48,120.02,-0.33,null,11559.54,"7666",false,0
"abadc0","SWA2678 ","United States",1614114964,1614114964,-120.5444,37.6198,6393.18,false,181.57,321.44,0,null,6537.96,"7217",false,0
"a283ed","ENY3550 ","United States",1614114964,1614114964,-94.0676,33.801,11003.28,false,264.3,60.24,3.9,null,11323.32,"7053",false,0
"a916b1","N685KF  ","United States",1614114964,1614114964,-117.3375,34.035,3025.14,false,150.94,286.03,-0.33,null,3101.34,"4165",false,0
"4ba9fa","THY6412 ","Turkey",1614114964,1614114964,1.7531,41.3168,11582.4,false,231.65,92.04,0,null,11932.92,"5337",false,0
"a9e5f2","N737KE  ","United States",1614114964,1614114964,-86.376,35.9974,914.4,false,47.33,89.38,0.98,null,914.4,null,false,0
"ac9c9f","N911YY  ","United States",1614114964,1614114964,-87.7264,41.8068,426.72,false,39.11,144.64,0,null,365.76,"5105",false,0
"a0d062","GTI8015 ","United States",1614114964,1614114964,-87.4992,41.9874,2141.22,false,87.46,270.67,-4.23,null,2049.78,"0725",false,0
"a0d04d","N1510Q  ","United States",1614114964,1614114964,-96.3051,41.0255,1379.22,false,57.11,29.1,0.33,null,1272.54,null,false,0
"a3a67b","UPS238  ","United States",1614114964,1614114964,0.1584,51.8341,1196.34,false,86.95,224.28,4.23,null,1318.26,"7651",false,0
"a5df4f","N478F   ","United States",1614114964,1614114964,-122.1553,36.8168,6713.22,false,143.52,167.16,8.13,null,6911.34,"3720",false,0
"7582f5","PAL8537 ","Philippines",1614114964,1614114964,115.626,3.1564,12192,false,225.35,180.78,0,null,12946.38,"2715",false,0
"a8592c","EJA637  ","United States",1614114964,1614114964,-115.2989,35.9359,4351.02,false,176.98,179.33,13,null,4442.46,"4741",false,0
"a194aa","JBU174  ","United States",1614114964,1614114964,-77.4138,24.9982,10355.58,false,203.94,307.62,0,null,10911.84,"4134",false,0
"a34358","UAL328  ","United States",1614114964,1614114964,-118.8666,38.1312,12184.38,false,225.49,258.82,0,null,12336.78,"2755",false,0
"a533ca","UPS2770 ","United States",1614114964,1614114964,-113.8614,33.4977,11285.22,false,251.33,101.93,0,null,11498.58,"7207",false,0
"a8b2e3","N66LJ   ","United States",1614114964,1614114964,-81.4789,28.4128,388.62,false,61.01,342.33,0,null,426.72,null,false,0
"3c3fe4","FMN     ","Germany",1614114941,1614114941,13.5212,52.3875,null,true,7.72,67.5,null,null,null,null,false,0
"a2cccf","N28NA   ","United States",1614114964,1614114964,-117.6249,33.9842,297.18,false,28.74,224.27,-0.65,null,274.32,"1200",false,0
"a1f019","N224CK  ","United States",1614114964,1614114964,-111.9776,33.85,1859.28,false,88.48,164.83,-4.55,null,1882.14,null,false,0
"a12d0c","N175PG  ","United States",1614114964,1614114964,-89.1499,43.1011,1432.56,false,67.42,115.78,3.58,null,1356.36,null,false,0
"a92e73","CNS1701 ","United States",1614114691,1614114695,-111.6465,35.9687,7620,false,151.84,63.43,0,null,7795.26,"2006",false,0
"a2dffe","UAL2327 ","United States",1614114853,1614114924,-95.6727,30.2892,3832.86,false,171.32,140.24,-7.48,null,3962.4,"1370",false,0
"abea11","AAL1327 ","United States",1614114964,1614114964,-74.9481,38.8304,10668,false,235.34,34.94,0,null,10515.6,"6124",false,0
"a5df79","N478GS  ","United States",1614114953,1614114960,-82.5465,27.866,723.9,false,84.82,5.92,-7.48,null,754.38,null,false,0
"a13408","N177JT  ","United States",1614114960,1614114960,-83.5267,33.8834,914.4,false,49.14,312.88,0.33,null,922.02,null,false,0
"4ba9ca","THY6129 ","Turkey",1614114964,1614114964,29.4778,40.5659,4061.46,false,171.23,311.83,-7.15,null,4290.06,null,false,0
"acd4a9","N926CC  ","United States",1614114964,1614114964,-104.8333,39.2665,3101.34,false,108.4,343.46,-0.33,null,3078.48,null,false,0
"a6f312","N547MT  ","United States",1614114602,1614114670,-78.8307,38.3218,655.32,false,52.03,223.8,0,null,586.74,null,false,0
"abadd6","SWA3640 ","United States",1614114964,1614114964,-97.7158,30.3638,1318.26,false,131.54,138.33,-10.73,null,1348.74,"6531",false,0
"ab9a32","DAL2344 ","United States",1614114964,1614114964,-87.0536,30.4973,617.22,false,82.03,258.06,-4.23,null,655.32,"6216",false,0
"abc7e9","SWA3413 ","United States",1614114960,1614114960,-119.7693,39.4972,1249.68,false,77.17,180,0,null,1325.88,null,false,0
"ac97df","N910NH  ","United States",1614114719,1614114730,-80.7036,35.4079,358.14,false,50.15,243.17,-5.2,null,381,"1200",false,0
"a6c294","N53468  ","United States",1614114872,1614114872,-70.6903,43.399,304.8,false,31.4,271.88,-2.6,null,160.02,"1200",false,0
"a6a3b8","N527JA  ","United States",1614114960,1614114963,-81.9016,37.2331,10668,false,231.05,358.6,0,null,10789.92,"2147",false,0
"a2e6dd","OXF3175 ","United States",1614114962,1614114964,-111.4376,33.1995,960.12,false,50.17,354.11,3.58,null,944.88,"1545",false,0
"a2100e","N232BG  ","United States",1614114963,1614114964,-75.0358,40.0598,3131.82,false,97.83,292.25,0,null,2964.18,"2663",false,0
"a9ea6e","N738TB  ","United States",1614114964,1614114964,-117.2307,33.1695,1630.68,false,49.96,16.76,-0.65,null,1645.92,"5272",false,0
"a57030","N45EJ   ","United States",1614114964,1614114964,-89.2971,40.2397,7627.62,false,256.4,37.01,-7.48,null,7673.34,"1566",false,0
"a7e9e4","NKS395  ","United States",1614114963,1614114963,-98.5023,37.8049,10370.82,false,203.28,274.35,0,null,10546.08,"3351",false,0
"a982c2","","United States",null,1614114936,null,null,null,false,64.19,332.82,0,null,null,null,false,0
"ab0463","RPA5642 ","United States",1614114962,1614114962,-82.3071,41.9944,6263.64,false,231.58,103.88,7.48,null,6042.66,"7474",false,0
"a4dd02","QXE2085 ","United States",1614114964,1614114964,-121.6494,47.8507,3779.52,false,142,244.92,-6.83,null,3718.56,"3146",false,0
"ad9db8","DAL1273 ","United States",1614114964,1614114964,-84.84,33.6513,3459.48,false,157.43,232.57,6.5,null,3512.82,null,false,0
"a9ea95","N738UR  ","United States",1614114964,1614114964,-77.7374,35.5956,1524,false,56.24,8.95,1.63,null,1463.04,null,false,0
"71c009","KAL646  ","Republic of Korea",1614114955,1614114955,120.3241,23.4593,11887.2,false,255.74,18.65,0,null,12557.76,"2205",false,0
"a7e24a","EDV4746 ","United States",1614114964,1614114964,-96.8266,33.2753,1905,false,114.98,266.15,-5.2,null,1912.62,"7033",false,0
"a3431a","N3090A  ","United States",1614114964,1614114964,-117.1015,33.4358,1645.92,false,35.6,37.37,0.98,null,1714.5,"1200",false,0
"a7130c","SWA4919 ","United States",1614114964,1614114964,-112.0802,33.4226,1264.92,false,110.95,251.9,15.28,null,1264.92,"1567",false,0
"ab5dfa","","United States",null,1614114915,null,null,9105.9,false,192.65,7.83,-8.13,null,null,"3027",false,0
"c035d4","JZA839  ","Canada",1614114964,1614114964,-122.9348,48.9294,2202.18,false,111.04,308.04,-7.15,null,2179.32,"3277",false,0
"4ba9f9","THY6349 ","Turkey",1614114964,1614114964,28.8213,40.9754,null,true,2.57,182.81,null,null,null,null,false,0
"a9e5bf","N737HD  ","United States",1614114964,1614114964,-90.8129,38.928,853.44,false,55.05,52.59,0,null,746.76,null,false,0
"aa5c98","","United States",1614114711,1614114712,-118.415,34.2539,487.68,false,26.14,306.19,0.98,null,487.68,null,false,0
"c821c1","ANZ415  ","New Zealand",1614114964,1614114964,174.7229,-41.4963,845.82,false,117.82,90.75,-0.65,null,929.64,"5662",false,0
"a809f5","NKS893  ","United States",1614114918,1614114941,-76.8527,25.0456,10363.2,false,207.22,298.79,0,null,10919.46,null,false,0
"4bcc66","THY7178 ","Turkey",1614114923,1614114924,26.4545,40.2802,3253.74,false,144.56,269.59,-7.15,null,3482.34,null,false,0
"abc07b","SWA3630 ","United States",1614114964,1614114964,-105.4365,34.3484,10820.4,false,232.72,124.01,8.45,null,11064.24,null,false,0
"a2107b","FFT572  ","United States",1614114964,1614114964,-104.81,39.7334,3078.48,false,129.15,178.86,-7.15,null,3070.86,"6023",false,0
"c06785","CGNFG   ","Canada",1614114963,1614114964,-113.0644,51.7423,1844.04,false,75.76,176.5,0.33,null,1760.22,null,false,0
"a8aba8","NKS149  ","United States",1614114964,1614114964,-75.0941,39.2813,9845.04,false,232.65,211.16,9.75,null,9639.3,"2635",false,0
"a67e7d","N5175F  ","United States",1614114964,1614114964,-94.7385,39.2933,2926.08,false,102.84,49.06,0,null,2903.22,null,false,0
"a54b75","N440JR  ","United States",1614114964,1614114964,-86.2564,40.4134,11506.2,false,169.05,233.16,0.65,null,11544.3,"4157",false,0
"a82884","N62475  ","United States",1614114964,1614114964,-90.6615,38.6811,396.24,false,42.38,84.43,-0.98,null,365.76,null,false,0
"a0a80e","SKW4765 ","United States",1614114964,1614114964,-90.7606,34.5334,9448.8,false,254.14,52.9,0,null,9753.6,"3463",false,0
"abadf9","SWA4512 ","United States",1614114964,1614114964,-89.2721,39.8415,10668,false,278.32,89.79,0,null,10751.82,"1451",false,0
"4b5da9","","Switzerland",1614114957,1614114958,8.5591,47.4536,null,true,5.66,0,null,null,null,null,false,0
"a7e208","NGF6615 ","United States",1614114964,1614114964,-121.3936,37.9874,1965.96,false,75.24,346.15,2.93,null,2026.92,"1200",false,0
"acf39d","N9333P  ","United States",1614114856,1614114857,-81.9979,26.9188,-30.48,false,7.15,329.74,0,null,-22.86,null,false,0
"a1211d","FDX3745 ","United States",1614114964,1614114964,-87.8127,39.578,10972.8,false,189.85,270.93,0.33,null,11079.48,"7774",false,0
"adf4a4","N999FW  ","United States",1614114963,1614114964,-85.9383,39.3474,769.62,false,55.07,330.32,-0.65,null,723.9,null,false,0
"a05846","N121JW  ","United States",1614114964,1614114964,-97.8109,32.7296,4046.22,false,108.68,193.97,7.15,null,4168.14,"7042",false,0
"aba1a0","DAL1936 ","United States",null,1614114946,null,null,null,false,221.63,344.93,0,null,null,null,false,0
"a6ff02","N55VW   ","United States",1614114957,1614114959,-88.1877,30.6254,4792.98,false,178.78,40.57,3.58,null,4953,"7216",false,0
"aad137","N7964D  ","United States",1614114964,1614114964,-91.1097,39.4872,1249.68,false,67.83,260.39,0,null,1211.58,"6713",false,0
"a23a28","UAL2289 ","United States",1614114960,1614114960,-115.1652,36.0782,null,true,41.16,25.31,null,null,null,"6740",false,0
"ae27f4","C6003   ","United States",1614114960,1614114960,-117.3407,32.5907,68.58,false,39.93,38.2,0,null,60.96,"4563",false,0
"4d0010","AD002   ","Luxembourg",1614114964,1614114964,6.1853,49.6187,null,true,12.35,253.12,null,null,null,null,false,0
"ad0074","JBU619  ","United States",1614114912,1614114912,-117.1986,32.7337,null,true,0,177.19,null,null,null,"3571",false,0
"a24d56","N2477J  ","United States",1614114963,1614114963,-117.6819,34.1133,396.24,false,32.88,249.86,-2.93,null,411.48,"0277",false,0
"a2b759","SWA742  ","United States",1614114964,1614114964,-76.8403,38.6041,8039.1,false,190.67,36.22,-8.78,null,7917.18,"3617",false,0
"a36d3c","N32P    ","United States",1614114964,1614114964,-91.2021,37.8761,3649.98,false,83.4,272.12,0.65,null,3665.22,null,false,0
"e48c2f","GLO2293 ","Brazil",1614114964,1614114964,-47.1807,-17.8869,11887.2,false,220.8,140.67,0,null,12595.86,null,false,0
"a0147f","N104KP  ","United States",1614114964,1614114964,-111.3435,33.7646,6423.66,false,101.09,69.44,4.55,null,6598.92,"2650",false,0
"ab0485","AAL2834 ","United States",1614114964,1614114964,-97.1644,33.0587,1516.38,false,137.89,0.86,-9.75,null,1531.62,"3602",false,0
"e4932a","AZU4194 ","Brazil",1614114964,1614114964,-44.987,-24.1664,11887.2,false,243.33,68.81,0,null,12588.24,null,false,0
"e4932b","AZU4332 ","Brazil",1614114877,1614114957,-47.1482,-23,655.32,true,0.45,39.38,null,null,null,null,false,0
"a00160","N1Q     ","United States",1614114964,1614114964,-81.856,27.2199,3055.62,false,91.72,313.18,-2.93,null,3177.54,"4602",false,0
"a4bf49","AWI3837 ","United States",1614114964,1614114964,-77.4399,38.6529,952.5,false,105.51,358.32,-0.33,null,876.3,"2507",false,0
"a324b0","SKW3794 ","United States",1614114964,1614114964,-112.1064,40.8726,3276.6,false,173.64,174.56,-0.33,null,3314.7,"4365",false,0
"a80e4e","SKW5502 ","United States",1614114964,1614114964,-106.3923,37.1087,10363.2,false,200.85,206.96,0.33,null,10530.84,null,false,0
"a1212d","N172FW  ","United States",1614114964,1614114964,-74.7462,40.4534,1127.76,false,17.46,225,1.3,null,1005.84,"1200",false,0
"ae14b8","RFNCK03 ","United States",1614114955,1614114955,-97.0413,28.1414,1615.44,false,93.32,236.92,-3.25,null,1752.6,null,false,0
"7c6c95","JST912  ","Australia",1614114680,1614114709,149.3629,-28.1548,10957.56,false,225.64,341.94,0,null,11414.76,"1310",false,0
"7c6c94","JST433  ","Australia",1614114964,1614114964,151.5073,-29.878,10972.8,false,220.07,220.35,0,null,11384.28,"1176",false,0
"a31dd7","N30JX   ","United States",1614114958,1614114958,-80.0729,26.1987,266.7,false,82.23,190.82,0.33,null,274.32,null,false,0
"a6193b","N492TM  ","United States",1614114964,1614114964,-81.3213,28.3672,335.28,false,72.11,357.14,-4.23,null,365.76,"6726",false,0
"3c4b2c","DLH572  ","Germany",1614114964,1614114964,8.5106,49.5217,3284.22,false,173.48,182.04,4.88,null,3558.54,"0634",false,0
"e48007","GLO1786 ","Brazil",1614114964,1614114964,-44.434,-19.9404,11277.6,false,248.59,23.54,0,null,11963.4,"6043",false,0
"e48008","GLO1895 ","Brazil",null,1614114964,null,null,11277.6,false,227.93,108.97,0.33,null,null,"6726",false,0
"a8e479","BOG72   ","United States",1614114964,1614114964,-97.8274,36.2342,12496.8,false,297.95,88.61,0.33,null,12748.26,"7652",false,0
"abc09e","SWA1336 ","United States",1614114963,1614114963,-100.8485,38.8553,11582.4,false,192.92,269.85,0,null,11696.7,null,false,0
"a1ddc7","N2193W  ","United States",1614114963,1614114964,-92.9443,33.6201,2263.14,false,67.22,144.97,0,null,2270.76,null,false,0
"a2238c","N237LS  ","United States",1614114956,1614114958,-82.1507,28.1075,426.72,false,57.81,348.19,0.98,null,472.44,null,false,0
"a6c248","UAL2153 ","United States",1614114964,1614114964,-76.3729,41.2306,7574.28,false,271.27,109.84,-11.38,null,7284.72,"2424",false,0
"ae14ce","MNTNA77 ","United States",1614114941,1614114942,-97.2215,27.9255,45.72,false,48.43,167.74,-3.58,null,53.34,"3647",false,0
"a0580d","N121GP  ","United States",1614114964,1614114964,-90.099,39.7753,1859.28,false,70.93,258.28,-0.65,null,1813.56,"4707",false,0
"ae14cf","MNTNA05 ","United States",1614114962,1614114962,-97.1882,27.9121,175.26,false,70.62,17.38,-0.65,null,182.88,"1564",true,0
"a18ddb","N2FN    ","United States",1614114964,1614114964,-83.926,39.5295,914.4,false,52.22,34.16,0,null,868.68,null,false,0
"ae4a1d","RN148   ","United States",1614114964,1614114964,-87.6304,30.3758,182.88,false,54.57,134.24,-4.55,null,213.36,"1200",false,0
"aa7685","SWA4757 ","United States",1614114963,1614114964,-112.0757,39.8286,5151.12,false,150,346.92,-5.2,null,5196.84,"1337",false,0
"a2c0cc","N277DD  ","United States",1614114964,1614114964,-97.3638,33.2415,762,false,71.88,66.37,0.65,null,731.52,"1200",false,0
"a89fa9","N655DS  ","United States",1614114701,1614114701,-98.3918,29.263,822.96,false,56.47,293.06,-4.23,null,853.44,null,false,0
"ad444d","JBU1706 ","United States",1614114964,1614114964,-79.8451,26.1498,1493.52,false,149.08,63.35,0,null,1554.48,"2725",false,0
"a6d574","N5399E  ","United States",1614114964,1614114964,-80.5127,25.5856,609.6,false,65.73,96.29,0.98,null,617.22,"1200",false,0
"a0808f","SKW4749 ","United States",1614114862,1614114964,-94.7158,39.2926,null,true,0,53.44,null,null,null,null,false,0
"aaca75","SCX3026 ","United States",1614114961,1614114961,-116.7721,34.5985,4861.56,false,179.37,237.18,-3.9,null,5143.5,"1212",false,0
"ac71d2","N9002H  ","United States",1614114964,1614114964,-149.6209,61.2665,548.64,false,52.94,34.31,0.98,null,571.5,"1200",false,0
"c821f8","ANZ588M ","New Zealand",1614114964,1614114964,174.1338,-41.6571,5783.58,false,126.56,36.4,-0.33,null,6042.66,"5664",false,0
"a6bb63","N5328Z  ","United States",1614114953,1614114958,-82.0768,29.3615,1584.96,false,51.51,357.14,-3.9,null,1592.58,null,false,0
"abea64","RPA5772 ","United States",1614114964,1614114964,-76.7252,39.0142,5105.4,false,214.53,95.64,10.73,null,4983.48,"3615",false,0
"a4634b","LXJ382  ","United States",1614114916,1614114962,-93.5565,32.4621,13091.16,false,171.51,267.25,-6.18,null,13525.5,"2011",false,0
"a5a9f9","N464RL  ","United States",1614114962,1614114964,-85.7174,39.6278,2095.5,false,75.69,20.28,1.63,null,2049.78,null,false,0
"ad4470","N954KM  ","United States",1614114964,1614114964,-82.0198,26.8818,7010.4,false,157.98,132.89,0.33,null,7330.44,"7353",false,0
"ab7ba5","ASA1436 ","United States",1614114964,1614114964,-122.3062,47.454,null,true,6.94,0,null,null,null,"3546",false,0
"e48c30","GLO1819 ","Brazil",null,1614114664,null,null,null,false,223.72,146.35,0,null,null,null,false,0
"a69c20","        ","United States",1614114964,1614114964,-80.779,41.4346,3756.66,false,121.52,291.35,-10.08,null,3611.88,"7135",false,0
"a270db","N2565M  ","United States",1614114964,1614114964,-83.5002,39.7137,1043.94,false,62.04,142.75,-0.33,null,982.98,null,false,0
"a3fffa","N357N   ","United States",1614114964,1614114964,-101.8682,39.6042,12192,false,169.7,281.72,0,null,12245.34,null,false,0
"aa5015","N76372  ","United States",1614114964,1614114964,-81.8335,40.9249,762,false,50.63,62.13,-1.95,null,708.66,null,false,0
"a3fffc","DAL2184 ","United States",1614114964,1614114964,-84.9781,35.8217,10363.2,false,224.39,348.23,-0.33,null,10607.04,"2236",false,0
"3c656f","DLH560  ","Germany",1614114964,1614114964,8.5265,50.0341,null,true,8.23,247.5,null,null,null,"2556",false,0
"3c656e","DLH704  ","Germany",1614114964,1614114964,30.3547,34.6455,11277.6,false,238.62,124.99,-0.33,null,11399.52,"7642",false,0
"a1344a","DCM6951 ","United States",1614114689,1614114689,-95.1928,38.6928,861.06,false,96.76,229.96,-3.9,null,815.34,null,false,0
"a7e20a","JBU992  ","United States",1614114964,1614114964,-80.3943,34.3843,10668,false,251.47,37.27,0,null,10957.56,"1316",false,0
"a9dea0","N735LH  ","United States",1614114964,1614114964,-122.7827,47.4331,701.04,false,63.03,105.62,7.15,null,746.76,"4616",false,0
"a7b8fb","N597SC  ","United States",1614114899,1614114963,-95.6085,35.8171,426.72,false,54.57,314.24,3.25,null,365.76,null,false,0
"a390d7","N329ME  ","United States",1614114624,1614114676,-89.7556,38.6868,640.08,false,52.39,172.67,0,null,586.74,null,false,0
"a4bf4a","N405AX  ","United States",1614114964,1614114964,-119.1516,33.8589,1630.68,false,131.15,32.51,0,null,1668.78,"4731",false,0
"ad1ea5","N9442C  ","United States",1614114964,1614114964,-82.8318,28.9362,2255.52,false,73.76,157.01,0,null,2301.24,null,false,0
"a6ff16","N55WR   ","United States",1614114964,1614114964,-90.7853,38.4239,2651.76,false,56.16,204.92,2.6,null,2628.9,null,false,0
"adedbc","N997ME  ","United States",1614114964,1614114964,-97.1376,36.0163,2964.18,false,109.67,238.62,-7.48,null,2971.8,"6255",false,0
"aba1ca","MTN7113 ","United States",1614114964,1614114964,-61.5261,12.6698,2750.82,false,81.41,20.73,-0.33,null,2865.12,"1213",false,0
"a69c14","LXJ525  ","United States",1614114964,1614114964,-91.1832,38.4373,5417.82,false,169.81,235.49,20.48,null,5463.54,null,false,0
"a7db1b","N605PD  ","United States",1614114938,1614114938,-73.7086,40.7946,365.76,false,38.66,115.2,0.65,null,251.46,null,false,0
"e49311","AZU4503 ","Brazil",1614114964,1614114964,-37.0857,-10.2483,11574.78,false,225.84,218.62,0,null,12252.96,null,false,0
"a400b2","XOJ357  ","United States",1614114964,1614114964,-88.7734,33.9887,13716,false,230.5,0.9,-0.33,null,14104.62,"5674",false,0
"a92203","N688MA  ","United States",1614114956,1614114956,-77.924,34.6455,5189.22,false,111.72,9.81,0,null,5242.56,null,false,0
"ae206d","SAM846  ","United States",1614114962,1614114964,-109.1877,36.4609,12405.36,false,262.79,75.26,4.55,null,12595.86,null,false,0
"ae4a23","SH154   ","United States",1614114961,1614114964,-87.0549,30.7338,320.04,false,98.05,335.18,12.35,null,342.9,null,false,0
"ae4a21","SPIKY31 ","United States",1614114886,1614114941,-98.0035,29.2616,1821.18,false,119.68,315.17,-8.78,null,1866.9,"5565",false,0
"a12122","N172FK  ","United States",1614114964,1614114964,-111.7453,33.2768,1356.36,false,54.02,270,0.33,null,1363.98,"0356",false,0
"ae0248","968154  ","United States",1614114904,1614114953,-80.0772,37.4637,7620,false,172.99,37.99,0.33,null,7658.1,"6274",false,0
"ad260e","N94618  ","United States",1614114964,1614114964,-111.6537,33.3369,769.62,false,48.11,131.53,0,null,754.38,"6314",false,0
"addb3e","NASA2   ","United States",1614114964,1614114964,-116.2598,43.5777,1097.28,false,107.34,293.74,11.7,null,1158.24,null,false,0
"e491d4","        ","Brazil",1614114964,1614114964,-42.0566,-23.2822,1379.22,false,73.95,281.23,0,null,1447.8,null,false,0
"abb595","SWA907  ","United States",1614114964,1614114964,-77.124,38.2605,5920.74,false,170.42,12.02,-11.38,null,5821.68,"6764",false,0
"aaac21","SKW5480 ","United States",1614114964,1614114964,-103.3717,38.6081,9227.82,false,220.69,336.36,-9.1,null,9364.98,null,false,0
"a431ad","N37CJ   ","United States",1614114964,1614114964,-112.3599,33.4399,381,false,33.03,217.41,-2.93,null,350.52,"1200",false,0
"acc9d5","ASH5856 ","United States",1614114964,1614114964,-98.8176,33.7602,7315.2,false,209.72,110.84,0,null,7543.8,"5276",false,0
"a2ce18","N280BD  ","United States",1614114825,1614114826,-106.0847,39.9709,5143.5,false,132.01,253.47,-9.75,null,5143.5,"3034",false,0
"a54aae","ASA95   ","United States",1614114964,1614114964,-122.3076,47.4361,259.08,false,91.61,178.39,21.46,null,297.18,"6601",false,0
"a880c8","RPA3627 ","United States",1614114964,1614114964,-79.2533,42.8056,5029.2,false,199.81,70.45,-11.7,null,4785.36,"6230",false,0
"ab3fec","N824CC  ","United States",1614114964,1614114964,-76.207,36.8794,12184.38,false,208.06,203.46,1.3,null,12291.06,"1636",false,0
"a50452","N422P   ","United States",1614114964,1614114964,-84.2998,33.082,2225.04,false,73.06,83.13,0,null,2270.76,null,false,0
"a3879c","N32645  ","United States",1614114964,1614114964,-120.513,34.9784,769.62,false,50.31,106.03,5.53,null,769.62,"0460",false,0
"38a09b","","France",1614114768,1614114768,1.3644,43.6201,null,true,0,272.81,null,null,null,null,false,0
"a35a60","HBAL236 ","United States",1614114964,1614114964,37.915,-0.4838,18288,false,11.13,146.31,0,null,18394.68,"4453",false,0
"a4943f","UAL2311 ","United States",1614114964,1614114964,-106.0808,39.1787,7947.66,false,242.35,65.01,-8.78,null,8039.1,null,false,0
"ac6b87","N9LU    ","United States",1614114964,1614114964,-88.8979,42.4043,769.62,false,52.23,153.69,-0.33,null,678.18,null,false,0
"a6906c","N522AR  ","United States",1614114964,1614114964,-82.0947,27.7712,1737.36,false,70.2,146.66,5.53,null,1813.56,null,false,0
"484b92","KLM69A  ","Kingdom of the Netherlands",1614114964,1614114964,11.4735,44.4563,12496.8,false,217.66,159.38,0,null,12717.78,"1000",false,0
"ac53a4","EDV4913 ","United States",1614114964,1614114964,-84.9477,33.2347,4396.74,false,206.87,47.82,-12.68,null,4503.42,"7430",false,0
"acbb59","OST6    ","United States",1614114876,1614114876,-97.2751,36.2202,899.16,false,58.79,351.44,-1.95,null,883.92,null,false,0
"a1c832","N21382  ","United States",1614114933,1614114933,-78.438,25.7306,2895.6,false,84.69,127.84,0.98,null,2865.12,"3656",false,0
"a7269e","N56X    ","United States",1614114962,1614114962,-84.3066,37.0757,4259.58,false,153.95,351.54,0,null,4282.44,"3720",true,0
"a7136d","EJA555  ","United States",1614114964,1614114964,-106.3778,36.6665,12496.8,false,226.03,133.06,-0.33,null,12694.92,null,false,0
"aa153f","ASI560  ","United States",1614114964,1614114964,-112.7993,33.6166,1371.6,false,49.46,288.81,0.98,null,1379.22,"0216",false,0
"a4dd65","AAL525  ","United States",1614114964,1614114964,-112.8852,33.4833,7749.54,false,206.45,292.41,9.1,null,7962.9,"4117",false,0
"ad1f48","N94461  ","United States",1614114807,1614114810,-81.2636,29.1097,617.22,false,50.97,137.45,0,null,640.08,null,false,0
"a8c724","DAL1019 ","United States",1614114769,1614114769,-112.0107,33.4332,null,true,3.09,345.94,null,null,null,"5715",false,0
"a23a80","N2425M  ","United States",1614114964,1614114964,-117.8025,33.7909,914.4,false,47.01,203.2,-1.63,null,899.16,"2051",false,0
