icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
"a808c4","PDT6045 ","United States",1614114964,1614114964,-80.5279,35.7009,3505.2,false,149.79,201.98,-8.13,null,3505.2,"0516",false,0
"a21b74","MLN235  ","United States",1614114941,1614114941,-80.3686,37.3538,10058.4,false,252.87,21.61,0.33,null,10180.32,"3323",false,0
"a89ea5","N6545H  ","United States",1614114961,1614114961,-97.4062,35.8393,640.08,false,42.63,81.67,2.28,null,556.26,"1200",false,0
"acf9c8","N935RW  ","United States",1614114964,1614114964,-96.7264,40.7343,1600.2,false,61.56,221.95,-3.9,null,1463.04,null,false,0
"a5cb05","N4721B  ","United States",1614114965,1614114965,-88.4099,42.7454,975.36,false,41.31,95,-3.25,null,899.16,null,false,0
"ab959e","N8456H  ","United States",1614114956,1614114956,-87.3051,35.6074,2438.4,false,77.59,317.96,0,null,2446.02,null,false,0
"a21b5e","N235D   ","United States",1614114964,1614114964,-104.7992,40.6443,2354.58,false,102.75,48.25,0.33,null,2293.62,null,false,0
"aa9321","UAL2772 ","United States",1614114964,1614114964,-89.5818,42.4945,5958.84,false,246.11,99.38,-8.78,null,5882.64,"1435",false,0
"a27953","CNS976  ","United States",1614114964,1614114964,-88.863,34.8696,12489.18,false,266.2,53.88,0,null,12839.7,"2567",false,0
"c1e997","GRDR156 ","Canada",1614114944,1614114944,-113.9953,51.112,null,true,6.94,180,null,null,null,null,false,0
"abd9d9","SWA2510 ","United States",1614114964,1614114964,-87.576,41.8488,922.02,false,98.94,266.72,0,null,853.44,"7112",false,0
"aceb61","SWA4149 ","United States",1614114964,1614114964,-84.9379,36.9857,10165.08,false,186.28,237.98,-12.35,null,10363.2,"3002",false,0
"a38609","EJA326  ","United States",1614114964,1614114964,-83.2608,27.276,12192,false,184.86,285.66,0,null,12771.12,"6047",false,0
"aac59d","N79302  ","United States",1614114884,1614114884,-93.4699,41.5683,487.68,false,51.18,239.83,-2.6,null,396.24,null,false,0
"a9caa9","WCC73   ","United States",1614114927,1614114927,-109.7554,38.067,7315.2,false,128.27,240.97,0,null,7406.64,null,false,0
"a6fe22","N55LX   ","United States",1614114963,1614114963,-95.9828,35.8383,1615.44,false,138.77,341.63,-4.88,null,1584.96,"2570",false,0
"c1e98a","SW99    ","Canada",1614114961,1614114961,-114.0088,51.1004,null,true,1.8,255.94,null,null,null,null,false,0
"e49402","PPBBF   ","Brazil",1614114964,1614114964,-50.3344,-22.5381,6545.58,false,130.04,292.81,-8.13,null,6896.1,"0604",false,0
"ab8286","N8402Q  ","United States",1614114962,1614114963,-97.4504,30.3817,1120.14,false,69.88,83.66,3.9,null,1143,null,false,0
"a34e7d","N312CM  ","United States",1614114867,1614114867,-95.9789,36.0637,312.42,false,40.36,191.02,0.33,null,281.94,null,false,0
"a305fd","SKW3898 ","United States",1614114956,1614114961,-118.5239,38.059,8839.2,false,230.49,53.9,0,null,8991.6,"3251",false,0
"aa56d8","UAL370  ","United States",1614114964,1614114964,-86.2838,38.3189,11277.6,false,251.05,152.28,0,null,11414.76,"1356",false,0
"aaa6d8","N786AH  ","United States",1614114964,1614114964,-72.2243,40.7861,7307.58,false,177.22,229,0,null,6964.68,"3537",false,0
"a3f2ae","N35325  ","United States",1614114964,1614114964,-112.1033,33.7013,670.56,false,44.24,351.3,4.55,null,670.56,"1200",false,0
"398249","ASJ787  ","France",1614114964,1614114964,5.1583,50.4454,8534.4,false,178.31,219.62,-0.33,null,8831.58,"1000",false,0
"a90ea8","DAL2074 ","United States",1614114964,1614114964,-89.7643,39.4132,10972.8,false,208.17,326.39,0,null,11064.24,"2622",false,0
"aa56d4","UAL2489 ","United States",1614114964,1614114964,-74.6178,40.6163,1767.84,false,129.14,11.49,-5.53,null,1615.44,"4074",false,0
"a981c9","N711WS  ","United States",1614114964,1614114964,-116.4249,33.6132,7620,false,230.62,92.05,0.33,null,7802.88,"3214",false,0
"4d0105","CLX7602 ","Luxembourg",1614114964,1614114964,-47.1078,-23.1198,1607.82,false,131.69,220.72,9.1,null,1676.4,null,false,0
"aaab8c","N787LL  ","United States",1614114792,1614114792,-88.3986,42.1756,579.12,false,49.02,208.18,-2.28,null,510.54,"1200",false,0
"4d0103","CLX7972 ","Luxembourg",1614114964,1614114964,102.6136,1.9652,5791.2,false,230.88,124.47,0,null,6103.62,"2104",false,0
"04018f","ETH501  ","Ethiopia",1614114964,1614114964,-2.652,43.0149,12184.38,false,271.62,113.55,0,null,12588.24,null,false,0
"4d0107","CLX5827 ","Luxembourg",1614114965,1614114965,50.5417,27.4547,10668,false,267.55,145.58,-0.33,null,11132.82,null,false,0
"ac9b7d","N911MH  ","United States",1614114935,1614114935,-82.5115,34.782,975.36,false,74.27,74.33,1.63,null,929.64,null,false,0
"a48874","N391W   ","United States",1614114965,1614114965,-76.4556,40.4609,12192,false,197.64,268.21,0,null,12039.6,"2637",false,0
"ab827d","N8402F  ","United States",1614114963,1614114965,-91.0001,42.4271,2324.1,false,104.65,96.78,0,null,2232.66,null,false,0
"7c6b1c","JST929  ","Australia",1614114847,1614114847,150.3687,-23.9996,11285.22,false,250.28,145.72,0,null,11879.58,null,false,0
"a798c6","","United States",1614114900,1614114900,-96.8554,32.8577,null,true,4.12,300.94,null,null,null,null,false,0
"a861b4","N6391P  ","United States",1614114964,1614114964,-90.0157,38.649,792.48,false,70.22,44.11,2.28,null,731.52,null,false,0
"aa759b","EJA773  ","United States",1614114964,1614114964,-85.6803,38.1578,6858,false,212.62,18.48,-10.4,null,6918.96,null,false,0
"aaef60","AAL248  ","United States",1614114964,1614114964,-96.6913,32.805,3672.84,false,196.76,73.13,13,null,3749.04,"6215",false,0
"aa9f3f","SWA512  ","United States",1614114965,1614114965,-90.6725,39.1078,12496.8,false,272.39,76.57,0,null,12611.1,"1655",false,0
"a92145","DAL1982 ","United States",1614114964,1614114965,-66.3739,19.2614,9113.52,false,235.06,311.54,5.53,null,9601.2,null,false,0
"ad1258","N941RB  ","United States",1614114957,1614114960,-118.5592,34.6499,2560.32,false,47.4,332.88,0.98,null,2651.76,"6720",false,0
"c1e99b","ST30    ","Canada",1614114917,1614114917,-114.0126,51.1308,null,true,2.06,205.31,null,null,null,null,false,0
"7c6b38","JST287  ","Australia",1614114963,1614114964,174.6519,-41.3748,2948.94,false,195.62,213.52,4.88,null,3086.1,"5725",false,0
"a42a97","LXJ368  ","United States",1614114965,1614114965,-96.8902,32.9802,800.1,false,110.87,196.16,-4.23,null,792.48,"6676",false,0
"899097","EVA316  ","Taiwan",1614114964,1614114964,120.5766,18.7731,10668,false,268.3,4.4,-0.33,null,11353.8,null,false,0
"a42a91","FFT2939 ","United States",1614114964,1614114964,-79.9339,26.3289,3322.32,false,168.49,223.39,0.33,null,3459.48,"0713",false,0
"ace6b3","ASH5959 ","United States",1614114734,1614114734,-81.2298,29.1639,762,false,104.01,130.39,-5.2,null,998.22,"6203",false,0
"a5f875","N484LF  ","United States",1614114962,1614114962,-76.6806,40.6491,792.48,false,37.56,246.6,0.33,null,685.8,null,false,0
"acfe9d","","United States",1614114758,1614114758,-81.066,29.1598,205.74,false,58.21,243.21,-2.28,null,null,null,false,0
"ad0b89","N94HL   ","United States",1614114964,1614114964,-110.6672,32.6061,6096,false,152.64,285.44,0.33,null,6263.64,null,false,0
"ae1fc1","NICAD01 ","United States",1614114738,1614114748,-86.5172,30.912,563.88,false,49.96,253.24,-0.98,null,594.36,null,false,0
"a71e53","N558ND  ","United States",1614114962,1614114962,-111.9432,34.4045,2583.18,false,55.86,139.86,0.98,null,2598.42,"5622",true,0
"c1e983","SW 84   ","Canada",1614114822,1614114822,-114.0156,51.1322,null,true,4.63,171.56,null,null,null,null,false,0
"c1e982","SW94    ","Canada",1614114960,1614114964,-114.0098,51.101,null,true,0.19,329.06,null,null,null,null,false,0
"c81bf3","ZKHKX   ","New Zealand",1614114964,1614114964,174.8564,-36.8541,266.7,false,67,317.49,-3.9,null,388.62,null,false,0
"a7da61","N605FT  ","United States",1614114681,1614114793,-81.9879,27.7877,601.98,false,56.75,112.38,-3.58,null,601.98,null,false,0
"a9b3fb","N724SC  ","United States",1614114964,1614114964,-118.6989,34.2211,1645.92,false,40.13,126.14,-0.33,null,1661.16,"0256",false,0
"a5822b","N454NG  ","United States",1614114960,1614114960,-83.6105,33.9713,3345.18,false,125.03,52.19,1.63,null,3390.9,null,false,0
"a798ea","N589SC  ","United States",1614114954,1614114963,-95.9641,35.9083,952.5,false,46.07,163.79,-0.33,null,883.92,null,false,0
"a7e145","ENY4226 ","United States",1614114964,1614114964,-96.1546,32.1059,5189.22,false,148.21,317.67,-0.33,null,5364.48,null,false,0
"7c6b28","JST229  ","Australia",1614114964,1614114964,173.2882,-41.1391,11582.4,false,238.66,198.08,0,null,12123.42,"5657",false,0
"341311","P18     ","Spain",1614114961,1614114961,-3.5877,40.4938,null,true,12.86,180,null,null,null,null,false,0
"c80606","ZKFLC   ","New Zealand",1614114900,1614114900,174.9758,-40.8863,297.18,false,55.4,190.16,-2.6,null,373.38,null,false,0
"040168","ETH3711 ","Ethiopia",1614114952,1614114952,25.8778,36.0308,10058.4,false,260.99,149.69,0,null,10294.62,"7164",false,0
"aa8c10","SKW5423 ","United States",1614114964,1614114964,-105.0491,39.4189,4305.3,false,162.58,89.27,-7.48,null,4312.92,null,false,0
"c07d1a","CGVJT   ","Canada",1614114935,1614114947,-87.7474,41.7873,205.74,true,4.89,42.19,null,null,null,"6564",false,0
"a80d8a","N618MA  ","United States",1614114963,1614114963,-112.9366,38.0038,6248.4,false,112.62,221.48,-2.93,null,6347.46,null,false,0
"ab5cdb","N831JB  ","United States",1614114963,1614114964,-97.6784,32.9324,2895.6,false,92.7,171.06,-0.33,null,2971.8,"3675",false,0
"aa5b6c","N7669G  ","United States",1614114964,1614114964,-88.3164,42.3968,1097.28,false,55.65,166.09,2.28,null,998.22,"4377",false,0
"c1e987","SW88    ","Canada",1614114954,1614114954,-114.0093,51.1007,null,true,2.83,320.62,null,null,null,null,false,0
"a1025a","UPS2038 ","United States",1614114964,1614114964,-96.272,32.9171,6309.36,false,245.43,68.87,12.68,null,6499.86,"3456",false,0
"c1e989","SW 91   ","Canada",1614114960,1614114960,-114.0092,51.1007,null,true,4.12,331.88,null,null,null,null,false,0
"a1460a","SKW3364 ","United States",1614114964,1614114964,-121.9151,37.3492,30.48,false,66.4,319.4,-2.6,null,53.34,"1057",false,0
"a2ded8","SWA2199 ","United States",1614114964,1614114964,-97.2241,32.3877,2743.2,false,158.52,64.02,-0.33,null,2796.54,null,false,0
"a48850","UPS275  ","United States",1614114955,1614114955,16.5424,48.1236,null,true,0,25.31,null,null,null,null,false,0
"aae32c","N800PK  ","United States",1614114964,1614114964,-98.0967,34.78,6705.6,false,125.43,197.91,0,null,6865.62,"0523",false,0
"ad694c","SWA2597 ","United States",1614114964,1614114964,-83.654,33.0297,4175.76,false,180.03,318.48,-14.63,null,4305.3,null,false,0
"c822e4","ANZ614  ","New Zealand",1614114964,1614114964,172.9915,-40.8266,11879.58,false,228.52,41.44,0,null,12451.08,"5660",false,0
"7c6b18","JST759  ","Australia",1614114964,1614114964,152.2896,-29.4581,10355.58,false,234.96,196.01,0.98,null,10767.06,"1207",false,0
"a665e3","N511HP  ","United States",1614114914,1614114914,-121.4006,38.65,-30.48,false,41.17,1.43,-2.6,null,7.62,null,false,0
"a086d6","N133FC  ","United States",1614114874,1614114874,-95.1974,36.5958,701.04,false,69.11,66.3,-0.98,null,678.18,"0750",false,0
"040172","ETH705  ","Ethiopia",1614114965,1614114965,9.0812,47.0282,11887.2,false,245.31,115.33,0,null,12176.76,"0676",false,0
"a2355d","SKW104E ","United States",1614114963,1614114964,-96.4312,34.3247,10972.8,false,193.84,195.55,-0.33,null,11277.6,"2115",false,0
"7c6b13","JST811  ","Australia",1614114964,1614114964,152.8299,-28.3037,7269.48,false,219.44,201.45,8.78,null,7604.76,"1010",false,0
"ac232a","N881SP  ","United States",1614114755,1614114759,-89.6665,39.8542,213.36,false,30.59,222.27,-3.9,null,167.64,"7247",false,0
"a74dda","N57UH   ","United States",1614114964,1614114964,-85.9395,43.025,13106.4,false,205.02,299.46,0.33,null,13022.58,"0575",false,0
"a6977b","N52372  ","United States",null,1614114963,null,null,null,false,49.91,171.7,0.65,null,null,null,false,0
"389f5b","AIB04NL ","France",1614109413,1614114961,1.3513,43.6323,null,true,0,233.44,null,null,null,"2604",false,0
"a7da01","N605BX  ","United States",1614114964,1614114964,-118.3673,34.3508,6057.9,false,136.01,71.02,13,null,6202.68,"1306",false,0
"e4943e","GLO2221 ","Brazil",1614114964,1614114964,-35.9802,-7.3581,8961.12,false,228.73,198.35,6.18,null,9502.14,null,false,0
"a8e376","N672DE  ","United States",1614114964,1614114964,-73.4862,40.0787,3360.42,false,132.08,231.17,-7.15,null,3169.92,"3423",false,0
"706202","JZR1406 ","Kuwait",1614114964,1614114964,75.8064,11.6186,9113.52,false,240.92,332.4,4.88,null,9570.72,null,false,0
"ae13a7","RECON01 ","United States",1614114939,1614114939,-97.5228,36.849,5059.68,false,160.99,15.19,-1.95,null,5143.5,"4266",false,0
"ae13a8","WIRE31  ","United States",1614114959,1614114959,-97.5384,36.3383,3048,false,147.53,77.51,3.25,null,3070.86,"4277",false,0
"ad564b","N959CC  ","United States",1614114963,1614114963,-93.314,37.2004,12192,false,163.16,280.35,-0.33,null,12382.5,null,false,0
"ae13a9","RECON06 ","United States",1614114763,1614114763,-98.0582,36.7616,2537.46,false,104.21,31.89,-2.6,null,2598.42,null,false,0
"ab034d","AAL9724 ","United States",1614114963,1614114964,-87.1387,42.0761,1851.66,false,118.32,179.75,0,null,1767.84,"5764",false,0
"a7f417","","United States",1614114961,1614114962,-81.1507,29.0908,853.44,false,73.05,161.95,-2.6,null,876.3,null,false,0
"a1e3b4","N2202W  ","United States",1614114754,1614114785,-97.3707,32.8504,426.72,false,25.46,171.87,-0.98,null,381,null,false,0
"a48c07","UPS273  ","United States",1614114964,1614114964,8.5011,51.3527,7536.18,false,217.92,248.83,-13,null,7818.12,"2261",false,0
"e49443","AZU4682 ","Brazil",1614113623,1614114964,-39.0873,-10.7352,11582.4,false,226.57,239.13,0,null,12245.34,null,false,0
"040141","ETH553  ","Ethiopia",1614114964,1614114964,-8.5347,49.8515,11277.6,false,277.42,93.93,0.33,null,11407.14,null,false,0
"e49444","AZU4796 ","Brazil",1614114964,1614114964,-46.7563,-16.9109,11003.28,false,249.58,318.26,-16.91,null,11689.08,null,false,0
"040140","ETH729  ","Ethiopia",1614114964,1614114964,4.4982,50.9016,null,true,9.26,61.88,null,null,null,null,false,0
"e49445","AZU4717 ","Brazil",1614114964,1614114964,-50.6062,-22.4593,11582.4,false,231.15,290.45,0,null,12298.68,"1241",true,0
"e49446","AZU4519 ","Brazil",1614114963,1614114964,-37.3917,-12.1349,11597.64,false,233.72,213.24,0,null,12260.58,null,false,0
"c81958","ANZ885L ","New Zealand",1614114965,1614114965,176.3427,-39.8067,4145.28,false,119.04,216.92,5.2,null,4358.64,"5712",false,0
"e80258","ARE4179 ","Chile",null,1614114939,null,null,null,false,77.89,126.95,-3.9,null,null,null,false,0
"a00c85","N102DZ  ","United States",1614114964,1614114964,-86.2019,37.9223,12496.8,false,263.09,163.76,0.33,null,12633.96,"1027",true,0
"706214","JZR1427 ","Kuwait",1614114965,1614114965,77.747,14.5949,11262.36,false,230.27,127.1,0,null,11849.1,"1455",false,0
"34260e","IBE0481 ","Spain",1614114959,1614114964,-4.881,41.1014,8663.94,false,224.84,152.03,-5.85,null,9052.56,null,false,0
"4b846d","THY6404 ","Turkey",1614114965,1614114965,27.8652,40.9938,3101.34,false,176.48,125.87,-3.9,null,3299.46,"4224",false,0
"a03d11","N114WP  ","United States",1614114965,1614114965,-118.0678,34.1428,731.52,false,36.53,270.81,0.65,null,723.9,"1200",false,0
"a3b854","N339MC  ","United States",1614114964,1614114964,-116.9392,33.0692,1036.32,false,60.09,248.93,-0.33,null,1051.56,"1200",false,0
"a5a11e","AWI3726 ","United States",1614114965,1614114965,-82.3483,39.9361,8305.8,false,270.93,100.39,5.53,null,8260.08,"4061",false,0
"4409ff","GDK2    ","Austria",1614114964,1614114964,52.4319,26.3366,10713.72,false,249.67,112.92,-4.88,null,11209.02,null,false,0
"ace6c1","N930ME  ","United States",1614114964,1614114964,-98.062,35.7638,1021.08,false,94.14,259.61,-3.25,null,960.12,"1200",false,0
"ac96fa","N910DD  ","United States",1614114964,1614114964,-111.8228,33.7069,1485.9,false,83.18,213.4,-6.5,null,1485.9,"2323",false,0
"4952a1","TAP9528 ","Portugal",1614114964,1614114964,-37.2113,-9.6012,12192,false,236.56,207.74,0,null,12877.8,null,true,0
"a60505","OUA11   ","United States",1614114963,1614114964,-97.197,35.1787,853.44,false,37.1,106.93,-6.83,null,807.72,"1200",false,0
"a00c7a","DAL762  ","United States",1614114964,1614114964,-106.6162,31.9633,11879.58,false,268.72,92.08,0,null,12184.38,null,false,0
"4952a4","TAP9519 ","Portugal",1614114964,1614114964,-45.4903,-21.8008,8465.82,false,251.41,35.67,2.28,null,8991.6,"4267",true,0
"04014d","ETH701  ","Ethiopia",1614114964,1614114964,9.4557,48.4823,11277.6,false,256.12,123.95,0,null,11567.16,"1146",false,0
"c1e974","TRUCK186","Canada",1614114851,1614114853,-114.0285,51.1068,null,true,4.12,8.44,null,null,null,null,false,0
"aaf67d","SCAN05  ","United States",1614114959,1614114961,-116.0132,36.9674,4671.06,false,172.51,69.94,0,null,4770.12,"7556",false,0
"ae1fcf","72192   ","United States",1614114963,1614114963,-97.4495,41.9092,1996.44,false,36.76,186.43,6.83,null,1897.38,null,false,0
"e80268","LPE2254 ","Chile",1614114819,1614114819,-77.0062,-11.8623,5029.2,false,181.76,351.04,11.7,null,null,null,false,0
"ab035d","N809AS  ","United States",1614114964,1614114964,-97.0917,32.9321,1584.96,false,87.24,94.74,0,null,1546.86,"5155",false,0
"a3426d","N309TC  ","United States",1614114956,1614114956,-97.7079,30.3045,182.88,false,4.6,116.57,-0.98,null,175.26,null,false,0
"c8195a","ANZ204L ","New Zealand",1614114797,1614114916,174.5208,-39.4969,7018.02,false,132.76,13.44,0,null,7376.16,"5671",false,0
"a6844d","EJA519  ","United States",1614114964,1614114964,-96.6333,32.8083,1402.08,false,127.46,333.12,-4.55,null,1394.46,"2666",false,0
"a0bce6","N147CC  ","United States",1614114961,1614114964,-118.8985,34.8468,3329.94,false,82.07,122.2,0.65,null,3398.52,"6425",false,0
"acdfe5","N929DA  ","United States",1614114963,1614114963,-75.9884,36.5851,6179.82,false,173.89,150.78,-9.1,null,6118.86,"3316",false,0
"a73ab6","JIA5592 ","United States",1614114965,1614114965,-81.7216,35.5133,3657.6,false,182.05,103.57,-0.33,null,3665.22,"1514",false,0
"4d0111","CLX9422 ","Luxembourg",1614114964,1614114964,19.5947,54.4304,9448.8,false,252.63,60.88,-0.33,null,9616.44,"3507",false,0
"89900f","CAL073  ","Taiwan",1614114751,1614114763,130.2411,54.8006,12192,false,251.74,334.59,0,null,11437.62,null,false,0
"e8025f","ARE4088 ","Chile",null,1614114964,null,null,null,false,88.9,127,-5.53,null,null,null,false,0
"ae13ac","FURY02  ","United States",1614114964,1614114964,-97.5784,36.2287,2712.72,false,144.62,91.63,0.98,null,2735.58,"4261",false,0
"ae13ad","FURY05  ","United States",1614114958,1614114958,-97.5206,36.6069,4602.48,false,51.88,172.59,6.18,null,4625.34,"4262",false,0
"478891","BNOL    ","Norway",1614114963,1614114963,13.8761,66.341,4640.58,false,140.84,207.88,-8.13,null,4533.9,null,false,0
"a18cbb","UAL2244 ","United States",1614114964,1614114964,-78.1476,41.2563,10721.34,false,293.38,84.87,-9.43,null,10523.22,"6373",false,0
"a336b1","N306MB  ","United States",1614114926,1614114926,-81.4757,28.3304,106.68,false,58.01,151.39,-1.3,null,99.06,null,false,0
"acdffc","DAL1410 ","United States",1614114963,1614114963,-83.2749,30.6658,11887.2,false,262.22,155.55,0,null,12359.64,null,false,0
"a79d78","ASA9660 ","United States",1614114964,1614114964,-150.3561,61.4082,2011.68,false,115.42,193.66,-5.53,null,1950.72,"4246",false,0
"4d0118","CLX7302 ","Luxembourg",1614114965,1614114965,7.6527,49.41,6210.3,false,250.72,97.66,7.8,null,6522.72,"3504",false,0
"e4941b","AZU4333 ","Brazil",1614114964,1614114964,-36.0249,-9.9071,8359.14,false,256.3,210.79,3.9,null,8869.68,null,false,0
"a1a968","N206MH  ","United States",1614114964,1614114964,-74.0163,40.7178,693.42,false,27.68,228.01,-0.65,null,571.5,null,false,0
"a1463a","AAL670  ","United States",1614114965,1614114965,-116.2481,38.3483,10972.8,false,201.32,257.46,0.33,null,11049,"3505",false,0
"a22275","N2369Z  ","United States",1614114649,1614114651,-120.9214,37.6212,182.88,false,46.28,114.29,-2.93,null,220.98,null,true,0
"e80273","LP2232  ","Chile",1614114934,1614114934,-74.63,-6.2126,11894.82,false,216.17,28.58,0,null,12611.1,null,false,0
"ae1ffe","72239   ","United States",1614114929,1614114932,-97.2191,40.9256,876.3,false,64.09,84.47,0,null,784.86,null,false,0
"e80274","LPE2247 ","Chile",1614114702,1614114702,-77.146,-11.9576,365.76,false,63.5,154.06,-2.6,null,12344.4,null,false,0
"a0bcb2","AAL2295 ","United States",1614114964,1614114965,-65.429,18.0738,11582.4,false,219.36,306.9,0,null,12245.34,null,false,0
"ae13c2","MAFIA99 ","United States",1614114964,1614114964,-90.0867,32.5912,868.68,false,107.54,268.9,0.98,null,906.78,"0151",false,0
"a2af23","ENY4222 ","United States",1614114666,1614114666,-97.0151,32.8785,null,true,7.46,270,null,null,null,"0610",true,0
"a2cbde","N28CK   ","United States",1614114964,1614114964,-85.1687,30.7259,10363.2,false,143.81,301.24,0,null,10736.58,"6227",false,0
"a1b2de","OXF6978 ","United States",1614114838,1614114839,-111.1963,32.3925,739.14,false,38.24,289.65,-3.25,null,716.28,"5451",false,0
"4d0128","CLX7159 ","Luxembourg",1614114962,1614114964,36.1461,-3.2488,11689.08,false,244.72,17.37,-8.78,null,12352.02,"2650",false,0
"89901a","CAL007  ","Taiwan",1614114960,1614114960,121.0364,25.0453,929.64,false,100.1,175.58,-3.58,null,990.6,null,false,0
"e8026a","LPE2276 ","Chile",1614114819,1614114819,-78.0236,-10.9521,8351.52,false,223.4,333.02,3.9,null,null,null,false,0
"e8026d","LPE2775 ","Chile",1614114964,1614114964,-76.8108,-8.2028,11582.4,false,234.54,201.22,0,null,12321.54,null,false,0
"406ea3","CLU5264 ","United Kingdom",1614114964,1614114964,-4.8863,53.664,9753.6,false,200.87,272.79,0,null,9799.32,"6301",false,0
"a0c3b6","GTI3803 ","United States",1614114964,1614114964,-82.563,27.7571,876.3,false,108.18,42.11,-7.48,null,922.02,"3347",false,0
"a8f693","N677JT  ","United States",1614114964,1614114964,-93.7199,39.4153,13106.4,false,132.28,261.05,0,null,13197.84,"7606",false,0
"a3f2a2","N3532T  ","United States",1614114964,1614114964,-80.2743,25.9981,182.88,false,46.3,89.36,-2.6,null,167.64,"2306",false,0
"a874bf","PAC240  ","United States",1614114965,1614114965,150.5936,-32.9821,9319.26,false,234.2,346.15,6.83,null,9601.2,"1427",false,0
"a7077f","        ","United States",1614114687,1614114687,-109.4149,38.4974,11750.04,false,258.25,66.4,-7.15,null,11871.96,null,false,0
"a203a9","ENY4136 ","United States",1614114964,1614114964,-97.101,34.9452,9875.52,false,236.56,5.12,8.13,null,10134.6,"0670",false,0
"adffca","SPIKR94 ","United States",null,1614114963,null,null,null,false,238.15,83.55,0.33,null,null,null,false,0
"4d010d","ICV8732 ","Luxembourg",1614114964,1614114964,83.8641,54.6042,5356.86,false,227.92,126.09,9.43,null,5013.96,null,false,0
"abaceb","ASA810  ","United States",1614114965,1614114965,-119.1745,34.7345,11483.34,false,223.41,154.2,-5.53,null,11696.7,"6631",false,0
"a193aa","SKW5455 ","United States",1614114964,1614114964,-118.0112,34.5894,11277.6,false,234.28,109.23,0.33,null,11452.86,"3273",false,0
"4b8490","PGT44U  ","Turkey",1614114964,1614114964,18.0146,47.1628,12192,false,209.89,300.65,0,null,12428.22,"3213",false,0
"040134","ETH707  ","Ethiopia",1614114964,1614114964,12.7555,47.1378,11277.6,false,256.46,138.09,0,null,11559.54,"2574",false,0
"a5031a","AAL794  ","United States",1614114964,1614114964,-116.8717,33.1647,6758.94,false,194.27,279.91,-11.38,null,6934.2,"2132",false,0
"ab2ba3","LJY819  ","United States",1614114964,1614114964,-82.1553,28.9185,5463.54,false,208.6,172.49,-12.68,null,5676.9,null,false,0
"aaab09","CPT1012 ","United States",1614114964,1614114964,-112.0098,40.6691,2103.12,false,61.43,63.65,-5.2,null,2164.08,"4306",false,0
"346199","BCS62C  ","Spain",1614114964,1614114964,12.394,50.7658,3977.64,false,174.33,13.13,-11.05,null,4236.72,"2217",false,0
"ab01ee","N8080A  ","United States",1614114964,1614114964,-79.074,35.5731,792.48,false,58.92,118.13,-1.95,null,746.76,null,false,0
"ac65a1","N89811  ","United States",1614114846,1614114847,-87.6791,30.3045,121.92,false,37.84,168.23,-6.18,null,152.4,"1200",false,0
"0d0acb","TAO405  ","Mexico",1614114964,1614114964,-98.9008,19.2991,3985.26,false,97.74,180,1.63,null,4183.38,null,false,0
"a69b98","N525AY  ","United States",1614114964,1614114964,-96.721,32.622,3848.1,false,156.82,316.2,-8.78,null,3916.68,"4520",false,0
"abad94","SWA1541 ","United States",1614114964,1614114964,-118.3355,37.6591,11582.4,false,203.87,272.17,0,null,11734.8,"7247",false,0
"a114a4","N169RR  ","United States",1614114964,1614114964,-88.125,42.8996,1981.2,false,86.21,302.08,-3.25,null,1844.04,"1364",false,0
"a696bb","N5232K  ","United States",1614114964,1614114964,-87.9859,42.4173,1059.18,false,37.04,269.2,-2.6,null,967.74,"5442",false,0
"406f7b","BAW243  ","United Kingdom",1614114964,1614114964,-89.3215,37.7391,11582.4,false,233.98,190.64,0,null,11765.28,"2456",false,0
"a4b294","RPA4943 ","United States",1614114964,1614114964,-86.6759,41.5164,4434.84,false,164.14,327.8,-7.15,null,4358.64,"6665",false,0
"a323f2","AAH713  ","United States",1614114964,1614114964,-86.3939,36.0058,10363.2,false,183.17,270.97,-0.33,null,10584.18,"1177",true,0
"a94b4d","UAL2346 ","United States",1614114964,1614114964,-77.1757,38.2119,10668,false,234.72,34.28,0,null,10675.62,"1351",false,0
"aae1f8","N800BB  ","United States",1614114964,1614114964,-86.6137,34.0216,8229.6,false,174.1,49.67,0.65,null,8481.06,"2730",false,0
"a95e7c","N7021E  ","United States",1614114819,1614114820,-122.2461,37.5089,-60.96,false,27.68,318.01,-1.63,null,-22.86,null,false,0
"a52990","N43124  ","United States",1614114964,1614114964,-121.5853,38.3441,2057.4,false,68.13,194.88,0,null,2133.6,"4272",false,0
"76cccb","SIA7362 ","Singapore",1614114933,1614114962,98.9122,5.0351,10972.8,false,272.08,310.86,0,null,11574.78,"0132",false,0
"4bb5d6","MNB251  ","Turkey",1614114964,1614114964,17.8307,46.6967,9144,false,221.72,284.1,0,null,9471.66,"3274",false,0
"a2536f","SWA196  ","United States",1614114964,1614114964,-95.868,35.7476,6560.82,false,187.34,178.27,17.56,null,6697.98,"2112",false,0
"accd69","DAL506  ","United States",1614114963,1614114963,-88.9125,34.7449,10972.8,false,193.96,287.28,0,null,11262.36,"5720",false,0
"aa8c9b","BOE004  ","United States",1614114964,1614114964,-121.4423,47.5584,5951.22,false,233.1,91.26,10.08,null,5760.72,"1535",false,0
"a00082","N1FC    ","United States",1614114963,1614114964,-100.8077,30.355,12496.8,false,270.87,108.61,0,null,12954,"4447",false,0
